Sample,Condition,Tracer,compound,datatype,value
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Mannose-6-phosphate,Abund,2439077.412
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Mannose-6-phosphate,NormAbund,2439077.412
P5 Trac1,PGM1-CDG,13C6 Nutrient1,"Fructose 1,6-bisphosphate",Abund,89665363.12
P5 Trac1,PGM1-CDG,13C6 Nutrient1,"Fructose 1,6-bisphosphate",NormAbund,89665363.12
P5 Trac1,PGM1-CDG,13C6 Nutrient1,"Fructose 2,6-bisphosphate possibly1",Abund,1396955.666
P5 Trac1,PGM1-CDG,13C6 Nutrient1,"Fructose 2,6-bisphosphate possibly1",NormAbund,1396955.666
P5 Trac1,PGM1-CDG,13C6 Nutrient1,"Glucose 1,6-bisphosphate",Abund,3785751.432
P5 Trac1,PGM1-CDG,13C6 Nutrient1,"Glucose 1,6-bisphosphate",NormAbund,3785751.432
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate-N-acetylglucosamine,Abund,87390497.18
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate-N-acetylglucosamine,NormAbund,87390497.18
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate glucuronic acid,Abund,11318253.55
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate glucuronic acid,NormAbund,11318253.55
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate hexose,Abund,141882513.3
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate hexose,NormAbund,141882513.3
P5 Trac1,PGM1-CDG,13C6 Nutrient1,GDP-Fucose,Abund,2310085.725
P5 Trac1,PGM1-CDG,13C6 Nutrient1,GDP-Fucose,NormAbund,2310085.725
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Fructose-6-phosphate,Abund,63591563.48
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Fructose-6-phosphate,NormAbund,63591563.48
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Galactose-1-phosphate,Abund,677242953.3
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Galactose-1-phosphate,NormAbund,677242953.3
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Galactose-6-phosphate,Abund,0
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Galactose-6-phosphate,NormAbund,0
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Glucose-1-phosphate,Abund,68519885.11
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Glucose-1-phosphate,NormAbund,68519885.11
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Glucose-6-phosphate,Abund,9311966.616
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Glucose-6-phosphate,NormAbund,9311966.616
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Mannose-1-phosphate,Abund,334178.6409
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Mannose-1-phosphate,NormAbund,334178.6409
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Mannose-6-phosphate,Abund,1645109.593
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Mannose-6-phosphate,NormAbund,1645109.593
P5 Trac2,PGM1-CDG,13C6 Nutrient2,"Fructose 1,6-bisphosphate",Abund,87926031.97
P5 Trac2,PGM1-CDG,13C6 Nutrient2,"Fructose 1,6-bisphosphate",NormAbund,87926031.97
P5 Trac2,PGM1-CDG,13C6 Nutrient2,"Fructose 2,6-bisphosphate possibly1",Abund,1466195.354
P5 Trac2,PGM1-CDG,13C6 Nutrient2,"Fructose 2,6-bisphosphate possibly1",NormAbund,1466195.354
P5 Trac2,PGM1-CDG,13C6 Nutrient2,"Glucose 1,6-bisphosphate",Abund,4192011.634
P5 Trac2,PGM1-CDG,13C6 Nutrient2,"Glucose 1,6-bisphosphate",NormAbund,4192011.634
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate-N-acetylglucosamine,Abund,105584782.1
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate-N-acetylglucosamine,NormAbund,105584782.1
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate glucuronic acid,Abund,14374001.12
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate glucuronic acid,NormAbund,14374001.12
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate hexose,Abund,160689102
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate hexose,NormAbund,160689102
P5 Trac2,PGM1-CDG,13C6 Nutrient2,GDP-Fucose,Abund,3088779.884
P5 Trac2,PGM1-CDG,13C6 Nutrient2,GDP-Fucose,NormAbund,3088779.884
P3 Trac1,PGM1-CDG,13C6 Nutrient1,Fructose-6-phosphate,FracCont,0.015247458
P3 Trac1,PGM1-CDG,13C6 Nutrient1,Galactose-1-phosphate,FracCont,0.007053451
P3 Trac1,PGM1-CDG,13C6 Nutrient1,Galactose-6-phosphate,FracCont,-0.045058731
P3 Trac1,PGM1-CDG,13C6 Nutrient1,Glucose-1-phosphate,FracCont,0.059122554
P3 Trac1,PGM1-CDG,13C6 Nutrient1,Glucose-6-phosphate,FracCont,0.61605954
P3 Trac1,PGM1-CDG,13C6 Nutrient1,Mannose-1-phosphate,FracCont,1.01010101
P3 Trac1,PGM1-CDG,13C6 Nutrient1,Mannose-6-phosphate,FracCont,0.9573028
P3 Trac1,PGM1-CDG,13C6 Nutrient1,"Fructose 1,6-bisphosphate",FracCont,0.816143461
P3 Trac1,PGM1-CDG,13C6 Nutrient1,"Fructose 2,6-bisphosphate possibly1",FracCont,1.008121767
P3 Trac1,PGM1-CDG,13C6 Nutrient1,"Glucose 1,6-bisphosphate",FracCont,-0.01294251
P3 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate-N-acetylglucosamine,FracCont,0.609030928
P3 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate glucuronic acid,FracCont,0.341630892
P3 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate hexose,FracCont,0.326687394
P3 Trac1,PGM1-CDG,13C6 Nutrient1,GDP-Fucose,FracCont,0.661271868
P3 Trac2,PGM1-CDG,13C6 Nutrient2,Fructose-6-phosphate,FracCont,0.977288327
P3 Trac2,PGM1-CDG,13C6 Nutrient2,Galactose-1-phosphate,FracCont,0.987545449
P3 Trac2,PGM1-CDG,13C6 Nutrient2,Galactose-6-phosphate,FracCont,1.01010101
P3 Trac2,PGM1-CDG,13C6 Nutrient2,Glucose-1-phosphate,FracCont,0.927870958
P3 Trac2,PGM1-CDG,13C6 Nutrient2,Glucose-6-phosphate,FracCont,0.375356795
P3 Trac2,PGM1-CDG,13C6 Nutrient2,Mannose-1-phosphate,FracCont,-0.043239734
P3 Trac2,PGM1-CDG,13C6 Nutrient2,Mannose-6-phosphate,FracCont,-0.032471588
P3 Trac2,PGM1-CDG,13C6 Nutrient2,"Fructose 1,6-bisphosphate",FracCont,0.088051427
P3 Trac2,PGM1-CDG,13C6 Nutrient2,"Fructose 2,6-bisphosphate possibly1",FracCont,-0.020578201
P3 Trac2,PGM1-CDG,13C6 Nutrient2,"Glucose 1,6-bisphosphate",FracCont,0.941971303
P3 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate-N-acetylglucosamine,FracCont,0.023933411
P3 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate glucuronic acid,FracCont,0.380797309
P3 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate hexose,FracCont,0.39622599
P3 Trac2,PGM1-CDG,13C6 Nutrient2,GDP-Fucose,FracCont,-0.003253785
P6 Trac1,PGM1-CDG,13C6 Nutrient1,Fructose-6-phosphate,FracCont,0.044399889
P6 Trac1,PGM1-CDG,13C6 Nutrient1,Galactose-1-phosphate,FracCont,0.011644197
P6 Trac1,PGM1-CDG,13C6 Nutrient1,Galactose-6-phosphate,FracCont,-0.045058731
P6 Trac1,PGM1-CDG,13C6 Nutrient1,Glucose-1-phosphate,FracCont,0.104251467
P6 Trac1,PGM1-CDG,13C6 Nutrient1,Glucose-6-phosphate,FracCont,0.756361526
P6 Trac1,PGM1-CDG,13C6 Nutrient1,Mannose-1-phosphate,FracCont,1.01010101
P6 Trac1,PGM1-CDG,13C6 Nutrient1,Mannose-6-phosphate,FracCont,0.973537753
P6 Trac1,PGM1-CDG,13C6 Nutrient1,"Fructose 1,6-bisphosphate",FracCont,0.923720613
P6 Trac1,PGM1-CDG,13C6 Nutrient1,"Fructose 2,6-bisphosphate possibly1",FracCont,1.006830162
P6 Trac1,PGM1-CDG,13C6 Nutrient1,"Glucose 1,6-bisphosphate",FracCont,0.088869492
P6 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate-N-acetylglucosamine,FracCont,0.635957604
P6 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate glucuronic acid,FracCont,0.373213422
P6 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate hexose,FracCont,0.347785682
P6 Trac1,PGM1-CDG,13C6 Nutrient1,GDP-Fucose,FracCont,0.651293255
P6 Trac2,PGM1-CDG,13C6 Nutrient2,Fructose-6-phosphate,FracCont,0.970319862
P6 Trac2,PGM1-CDG,13C6 Nutrient2,Galactose-1-phosphate,FracCont,0.983886995
P6 Trac2,PGM1-CDG,13C6 Nutrient2,Galactose-6-phosphate,FracCont,1.01010101
P6 Trac2,PGM1-CDG,13C6 Nutrient2,Glucose-1-phosphate,FracCont,0.891273545
P6 Trac2,PGM1-CDG,13C6 Nutrient2,Glucose-6-phosphate,FracCont,0.263400349
P6 Trac2,PGM1-CDG,13C6 Nutrient2,Mannose-1-phosphate,FracCont,-0.043239734
P6 Trac2,PGM1-CDG,13C6 Nutrient2,Mannose-6-phosphate,FracCont,-0.027706033
P6 Trac2,PGM1-CDG,13C6 Nutrient2,"Fructose 1,6-bisphosphate",FracCont,0.046809095
P6 Trac2,PGM1-CDG,13C6 Nutrient2,"Fructose 2,6-bisphosphate possibly1",FracCont,-0.020578201
P6 Trac2,PGM1-CDG,13C6 Nutrient2,"Glucose 1,6-bisphosphate",FracCont,0.904138937
P6 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate-N-acetylglucosamine,FracCont,0.012565636
P6 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate glucuronic acid,FracCont,0.356082036
P6 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate hexose,FracCont,0.3816139
P6 Trac2,PGM1-CDG,13C6 Nutrient2,GDP-Fucose,FracCont,-0.002813392
P1 Trac1,PGM1-CDG,13C6 Nutrient1,Fructose-6-phosphate,FracCont,-0.001191683
P1 Trac1,PGM1-CDG,13C6 Nutrient1,Galactose-1-phosphate,FracCont,0.002402033
P1 Trac1,PGM1-CDG,13C6 Nutrient1,Galactose-6-phosphate,FracCont,-0.030039154
P1 Trac1,PGM1-CDG,13C6 Nutrient1,Glucose-1-phosphate,FracCont,0.042946005
P1 Trac1,PGM1-CDG,13C6 Nutrient1,Glucose-6-phosphate,FracCont,0.54438282
P1 Trac1,PGM1-CDG,13C6 Nutrient1,Mannose-1-phosphate,FracCont,0
P1 Trac1,PGM1-CDG,13C6 Nutrient1,Mannose-6-phosphate,FracCont,1.01010101
P1 Trac1,PGM1-CDG,13C6 Nutrient1,"Fructose 1,6-bisphosphate",FracCont,0.839149849
P1 Trac1,PGM1-CDG,13C6 Nutrient1,"Fructose 2,6-bisphosphate possibly1",FracCont,1.01010101
P1 Trac1,PGM1-CDG,13C6 Nutrient1,"Glucose 1,6-bisphosphate",FracCont,-0.017485387
P1 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate-N-acetylglucosamine,FracCont,0.59385214
P1 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate glucuronic acid,FracCont,0.336277474
P1 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate hexose,FracCont,0.320949732
P1 Trac1,PGM1-CDG,13C6 Nutrient1,GDP-Fucose,FracCont,0.674671735
P1 Trac2,PGM1-CDG,13C6 Nutrient2,Fructose-6-phosphate,FracCont,0.977275037
P1 Trac2,PGM1-CDG,13C6 Nutrient2,Galactose-1-phosphate,FracCont,0.989977764
P1 Trac2,PGM1-CDG,13C6 Nutrient2,Galactose-6-phosphate,FracCont,0
P1 Trac2,PGM1-CDG,13C6 Nutrient2,Glucose-1-phosphate,FracCont,0.943485481
P1 Trac2,PGM1-CDG,13C6 Nutrient2,Glucose-6-phosphate,FracCont,0.444412307
P1 Trac2,PGM1-CDG,13C6 Nutrient2,Mannose-1-phosphate,FracCont,0
P1 Trac2,PGM1-CDG,13C6 Nutrient2,Mannose-6-phosphate,FracCont,-0.045058731
P1 Trac2,PGM1-CDG,13C6 Nutrient2,"Fructose 1,6-bisphosphate",FracCont,0.10314733
P1 Trac2,PGM1-CDG,13C6 Nutrient2,"Fructose 2,6-bisphosphate possibly1",FracCont,-0.020578201
P1 Trac2,PGM1-CDG,13C6 Nutrient2,"Glucose 1,6-bisphosphate",FracCont,0.957905432
P1 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate-N-acetylglucosamine,FracCont,0.020147728
P1 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate glucuronic acid,FracCont,0.38604335
P1 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate hexose,FracCont,0.402002255
P1 Trac2,PGM1-CDG,13C6 Nutrient2,GDP-Fucose,FracCont,-0.006153411
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Fructose-6-phosphate,FracCont,0.032277511
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Galactose-1-phosphate,FracCont,0.008399288
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Galactose-6-phosphate,FracCont,0
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Glucose-1-phosphate,FracCont,0.095912536
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Glucose-6-phosphate,FracCont,0.950868607
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Mannose-1-phosphate,FracCont,1.01010101
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Mannose-6-phosphate,FracCont,1.01010101
P5 Trac1,PGM1-CDG,13C6 Nutrient1,"Fructose 1,6-bisphosphate",FracCont,0.955836262
P5 Trac1,PGM1-CDG,13C6 Nutrient1,"Fructose 2,6-bisphosphate possibly1",FracCont,1.01010101
P5 Trac1,PGM1-CDG,13C6 Nutrient1,"Glucose 1,6-bisphosphate",FracCont,0.14971873
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate-N-acetylglucosamine,FracCont,0.626771492
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate glucuronic acid,FracCont,0.369468723
P5 Trac1,PGM1-CDG,13C6 Nutrient1,Uridine diphosphate hexose,FracCont,0.355785722
P5 Trac1,PGM1-CDG,13C6 Nutrient1,GDP-Fucose,FracCont,0.688128478
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Fructose-6-phosphate,FracCont,0.961554846
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Galactose-1-phosphate,FracCont,0.98596685
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Galactose-6-phosphate,FracCont,0
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Glucose-1-phosphate,FracCont,0.899960474
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Glucose-6-phosphate,FracCont,0.040904192
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Mannose-1-phosphate,FracCont,-0.043239734
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Mannose-6-phosphate,FracCont,-0.045058731
P5 Trac2,PGM1-CDG,13C6 Nutrient2,"Fructose 1,6-bisphosphate",FracCont,0.339254549
P5 Trac2,PGM1-CDG,13C6 Nutrient2,"Fructose 2,6-bisphosphate possibly1",FracCont,0.322981536
P5 Trac2,PGM1-CDG,13C6 Nutrient2,"Glucose 1,6-bisphosphate",FracCont,0.841606965
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate-N-acetylglucosamine,FracCont,0.209361655
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate glucuronic acid,FracCont,0.478321917
P5 Trac2,PGM1-CDG,13C6 Nutrient2,Uridine diphosphate hexose,FracCont,0.489377425
P5 Trac2,PGM1-CDG,13C6 Nutrient2,GDP-Fucose,FracCont,0.21422422
