Sample,cohort,compound,datatype,value
MCF002044_006,0.5,L-Serine,Isotopologue_C13-1,0.008735899650059087
MCF002044_004,0.5,L-Serine,Isotopologue_C13-2,-0.09588826912180677
MCF002044_005,0.5,L-Serine,Isotopologue_C13-2,-0.005566369258492139
MCF002044_006,0.5,L-Serine,Isotopologue_C13-2,-0.01476156846305774
MCF002044_004,0.5,L-Serine,Isotopologue_C13-3,0.006241709833212347
MCF002044_005,0.5,L-Serine,Isotopologue_C13-3,-0.01224991438399814
MCF002044_006,0.5,L-Serine,Isotopologue_C13-3,-0.01067969163849717
MCF002044_004,0.5,L-Threonine,Isotopologue_C13-0,1.027249092490818
MCF002044_005,0.5,L-Threonine,Isotopologue_C13-0,1.030985077761264
MCF002044_006,0.5,L-Threonine,Isotopologue_C13-0,1.031937844907188
MCF002044_004,0.5,L-Threonine,Isotopologue_C13-1,-0.008577771710863205
MCF002044_005,0.5,L-Threonine,Isotopologue_C13-1,-0.004118921657433169
MCF002044_006,0.5,L-Threonine,Isotopologue_C13-1,-0.01676338335442959
MCF002044_004,0.5,L-Threonine,Isotopologue_C13-2,-0.01164727597513062
MCF002044_005,0.5,L-Threonine,Isotopologue_C13-2,-0.01612107846386205
MCF002044_006,0.5,L-Threonine,Isotopologue_C13-2,-0.01098902137032765
MCF002044_004,0.5,L-Threonine,Isotopologue_C13-3,-0.006001486474170818
MCF002044_005,0.5,L-Threonine,Isotopologue_C13-3,-0.01032484616450612
MCF002044_006,0.5,L-Threonine,Isotopologue_C13-3,-0.002958773668587531
MCF002044_004,0.5,L-Threonine,Isotopologue_C13-4,-0.001022558330653245
MCF002044_005,0.5,L-Threonine,Isotopologue_C13-4,-4.202314754631129e-4
MCF002044_006,0.5,L-Threonine,Isotopologue_C13-4,-0.00122666651384392
MCF002044_004,0.5,L-Tryptophan,Isotopologue_C13-0,1.10512496547335
MCF002044_005,0.5,L-Tryptophan,Isotopologue_C13-0,1.053538434619931
MCF002044_006,0.5,L-Tryptophan,Isotopologue_C13-0,1.037664960217716
MCF002044_004,0.5,L-Tryptophan,Isotopologue_C13-1,-0.04154219400333651
MCF002044_005,0.5,L-Tryptophan,Isotopologue_C13-1,-0.002250870143291089
MCF002044_006,0.5,L-Tryptophan,Isotopologue_C13-1,-0.007270035292936174
MCF002044_004,0.5,L-Tryptophan,Isotopologue_C13-2,-0.06715891795236038
MCF002044_005,0.5,L-Tryptophan,Isotopologue_C13-2,-0.04576832015940845
MCF002044_006,0.5,L-Tryptophan,Isotopologue_C13-2,-0.01728774262473642
MCF002044_004,0.5,L-Tryptophan,Isotopologue_C13-3,-4.475137804570263e-4
MCF002044_005,0.5,L-Tryptophan,Isotopologue_C13-3,-0.00934820968589751
MCF002044_006,0.5,L-Tryptophan,Isotopologue_C13-3,-0.01615820975014842
MCF002044_004,0.5,L-Tryptophan,Isotopologue_C13-4,0.003885715491054561
MCF002044_005,0.5,L-Tryptophan,Isotopologue_C13-4,0.00337424983271962
MCF002044_006,0.5,L-Tryptophan,Isotopologue_C13-4,0.002343450589858786
MCF002044_004,0.5,L-Tryptophan,Isotopologue_C13-5,1.928994035750416e-4
MCF002044_005,0.5,L-Tryptophan,Isotopologue_C13-5,5.450599090367402e-4
MCF002044_006,0.5,L-Tryptophan,Isotopologue_C13-5,8.205395396809794e-4
MCF002044_004,0.5,L-Tryptophan,Isotopologue_C13-6,-5.895202534559531e-5
MCF002044_005,0.5,L-Tryptophan,Isotopologue_C13-6,-9.629542021369012e-5
MCF002044_006,0.5,L-Tryptophan,Isotopologue_C13-6,-1.20028383985759e-4
MCF002044_004,0.5,L-Tryptophan,Isotopologue_C13-7,4.154467698623394e-6
MCF002044_005,0.5,L-Tryptophan,Isotopologue_C13-7,6.175410782657233e-6
MCF002044_006,0.5,L-Tryptophan,Isotopologue_C13-7,7.325796985579126e-6
MCF002044_004,0.5,L-Tryptophan,Isotopologue_C13-8,-1.610830439252389e-7
MCF002044_005,0.5,L-Tryptophan,Isotopologue_C13-8,-2.299599872850164e-7
MCF002044_006,0.5,L-Tryptophan,Isotopologue_C13-8,-2.664903115505077e-7
MCF002044_004,0.5,L-Tryptophan,Isotopologue_C13-9,4.080346629823753e-9
MCF002044_005,0.5,L-Tryptophan,Isotopologue_C13-9,5.694664356764552e-9
MCF002044_006,0.5,L-Tryptophan,Isotopologue_C13-9,6.509275279272611e-9
MCF002044_004,0.5,L-Tryptophan,Isotopologue_C13-10,-7.241002684466292e-11
MCF002044_005,0.5,L-Tryptophan,Isotopologue_C13-10,-9.960061977416185e-11
MCF002044_006,0.5,L-Tryptophan,Isotopologue_C13-10,-1.128215845940401e-10
MCF002044_004,0.5,L-Tryptophan,Isotopologue_C13-11,9.284208258147453e-13
MCF002044_005,0.5,L-Tryptophan,Isotopologue_C13-11,1.264197135443569e-12
MCF002044_006,0.5,L-Tryptophan,Isotopologue_C13-11,1.422832342707142e-12
MCF002044_004,0.5,L-Tyrosine,Isotopologue_C13-0,0.9568122652613618
MCF002044_005,0.5,L-Tyrosine,Isotopologue_C13-0,0.9328559877585937
MCF002044_006,0.5,L-Tyrosine,Isotopologue_C13-0,0.9585639302394775
MCF002044_004,0.5,L-Tyrosine,Isotopologue_C13-1,0.08487484182235255
MCF002044_005,0.5,L-Tyrosine,Isotopologue_C13-1,0.1230084550399595
MCF002044_006,0.5,L-Tyrosine,Isotopologue_C13-1,0.08130250460043636
MCF002044_004,0.5,L-Tyrosine,Isotopologue_C13-2,-0.02773174053299788
MCF002044_005,0.5,L-Tyrosine,Isotopologue_C13-2,-0.03462938926309047
MCF002044_006,0.5,L-Tyrosine,Isotopologue_C13-2,-0.003910657725900532
MCF002044_004,0.5,L-Tyrosine,Isotopologue_C13-3,-0.0106441005967414
MCF002044_005,0.5,L-Tyrosine,Isotopologue_C13-3,-0.02189134234784081
MCF002044_006,0.5,L-Tyrosine,Isotopologue_C13-3,-0.03957478996225314
MCF002044_004,0.5,L-Tyrosine,Isotopologue_C13-4,-0.003838632006501632
MCF002044_005,0.5,L-Tyrosine,Isotopologue_C13-4,-4.317899217593724e-4
MCF002044_006,0.5,L-Tyrosine,Isotopologue_C13-4,0.001648100936422973
MCF002044_004,0.5,L-Tyrosine,Isotopologue_C13-5,6.55448113946979e-4
MCF002044_005,0.5,L-Tyrosine,Isotopologue_C13-5,0.001335162583255447
MCF002044_006,0.5,L-Tyrosine,Isotopologue_C13-5,0.002438444903426503
MCF002044_004,0.5,L-Tyrosine,Isotopologue_C13-6,-1.416952201723358e-4
MCF002044_005,0.5,L-Tyrosine,Isotopologue_C13-6,-2.693433029263122e-4
MCF002044_006,0.5,L-Tyrosine,Isotopologue_C13-6,-5.092425959443124e-4
MCF002044_004,0.5,L-Tyrosine,Isotopologue_C13-7,1.438196619191026e-5
MCF002044_005,0.5,L-Tyrosine,Isotopologue_C13-7,2.339178781346137e-5
MCF002044_006,0.5,L-Tyrosine,Isotopologue_C13-7,4.380693776167787e-5
MCF002044_004,0.5,L-Tyrosine,Isotopologue_C13-8,-7.966250262373103e-7
MCF002044_005,0.5,L-Tyrosine,Isotopologue_C13-8,-1.170569450586246e-6
MCF002044_006,0.5,L-Tyrosine,Isotopologue_C13-8,-2.167470898974199e-6
MCF002044_004,0.5,L-Tyrosine,Isotopologue_C13-9,2.781758639009726e-8
MCF002044_005,0.5,L-Tyrosine,Isotopologue_C13-9,3.82354456922986e-8
MCF002044_006,0.5,L-Tyrosine,Isotopologue_C13-9,7.013747186002917e-8
MCF002044_004,0.5,L-Valine,Isotopologue_C13-0,1.013066713415199
MCF002044_005,0.5,L-Valine,Isotopologue_C13-0,1.012539174245146
MCF002044_006,0.5,L-Valine,Isotopologue_C13-0,1.010950263947242
MCF002044_004,0.5,L-Valine,Isotopologue_C13-1,-0.01020546128111969
MCF002044_005,0.5,L-Valine,Isotopologue_C13-1,-0.008888292713424532
MCF002044_006,0.5,L-Valine,Isotopologue_C13-1,-0.007014672132128159
MCF002044_004,0.5,L-Valine,Isotopologue_C13-2,-0.01024791464099254
MCF002044_005,0.5,L-Valine,Isotopologue_C13-2,-0.01255482300758873
MCF002044_006,0.5,L-Valine,Isotopologue_C13-2,-0.01101461804905883
MCF002044_004,0.5,L-Valine,Isotopologue_C13-3,0.008462877851637842
MCF002044_005,0.5,L-Valine,Isotopologue_C13-3,0.008602758093210428
MCF002044_006,0.5,L-Valine,Isotopologue_C13-3,0.007238964208509018
MCF002044_004,0.5,L-Valine,Isotopologue_C13-4,-0.002260735530849885
MCF002044_005,0.5,L-Valine,Isotopologue_C13-4,-0.002172979070259498
MCF002044_006,0.5,L-Valine,Isotopologue_C13-4,-0.002167707756488707
MCF002044_004,0.5,L-Valine,Isotopologue_C13-5,0.00118452018612493
MCF002044_005,0.5,L-Valine,Isotopologue_C13-5,0.002474162452916425
MCF002044_006,0.5,L-Valine,Isotopologue_C13-5,0.002007769781924524
MCF002044_004,0.5,Myristic acid,Isotopologue_C13-0,1.068265420688154
MCF002044_005,0.5,Myristic acid,Isotopologue_C13-0,1.06889336159316
MCF002044_006,0.5,Myristic acid,Isotopologue_C13-0,1.066750029215051
MCF002044_004,0.5,Myristic acid,Isotopologue_C13-1,-0.01325737489448898
MCF002044_005,0.5,Myristic acid,Isotopologue_C13-1,-0.009805653461828672
MCF002044_006,0.5,Myristic acid,Isotopologue_C13-1,-0.007173869720191098
MCF002044_004,0.5,Myristic acid,Isotopologue_C13-2,-0.06089551811007696
MCF002044_005,0.5,Myristic acid,Isotopologue_C13-2,-0.06588939968704567
MCF002044_006,0.5,Myristic acid,Isotopologue_C13-2,-0.06635233332020207
MCF002044_004,0.5,Myristic acid,Isotopologue_C13-3,0.004155632207740047
MCF002044_005,0.5,Myristic acid,Isotopologue_C13-3,0.005000821722272596
MCF002044_006,0.5,Myristic acid,Isotopologue_C13-3,0.004959261505205204
MCF002044_004,0.5,Myristic acid,Isotopologue_C13-4,0.00186464844917498
MCF002044_005,0.5,Myristic acid,Isotopologue_C13-4,0.001954286814611907
MCF002044_006,0.5,Myristic acid,Isotopologue_C13-4,0.001969647094428056
MCF002044_004,0.5,Myristic acid,Isotopologue_C13-5,-1.325980294873239e-4
MCF002044_005,0.5,Myristic acid,Isotopologue_C13-5,-1.549067818051842e-4
MCF002044_006,0.5,Myristic acid,Isotopologue_C13-5,-1.540094015337338e-4
MCF002044_004,0.5,Myristic acid,Isotopologue_C13-6,-5.783627349490707e-7
MCF002044_005,0.5,Myristic acid,Isotopologue_C13-6,1.20058399725002e-6
MCF002044_006,0.5,Myristic acid,Isotopologue_C13-6,9.70343739661101e-7
MCF002044_004,0.5,Myristic acid,Isotopologue_C13-7,3.877787080949113e-7
MCF002044_005,0.5,Myristic acid,Isotopologue_C13-7,3.065324715903812e-7
MCF002044_006,0.5,Myristic acid,Isotopologue_C13-7,3.221803304107978e-7
MCF002044_004,0.5,Myristic acid,Isotopologue_C13-8,-2.030135124824398e-8
MCF002044_005,0.5,Myristic acid,Isotopologue_C13-8,-1.783807811744574e-8
MCF002044_006,0.5,Myristic acid,Isotopologue_C13-8,-1.843372783927519e-8
MCF002044_004,0.5,Myristic acid,Isotopologue_C13-9,5.853860519617699e-10
MCF002044_005,0.5,Myristic acid,Isotopologue_C13-9,5.32443177192092e-10
MCF002044_006,0.5,Myristic acid,Isotopologue_C13-9,5.473587933587527e-10
MCF002044_004,0.5,Myristic acid,Isotopologue_C13-10,-1.11723684082639e-11
MCF002044_005,0.5,Myristic acid,Isotopologue_C13-10,-1.033849570864308e-11
MCF002044_006,0.5,Myristic acid,Isotopologue_C13-10,-1.060109306653096e-11
MCF002044_004,0.5,Myristic acid,Isotopologue_C13-11,1.502632512584181e-13
MCF002044_005,0.5,Myristic acid,Isotopologue_C13-11,1.404930248938032e-13
MCF002044_006,0.5,Myristic acid,Isotopologue_C13-11,1.438441159465662e-13
MCF002044_004,0.5,Myristic acid,Isotopologue_C13-12,-1.456853204483206e-15
MCF002044_005,0.5,Myristic acid,Isotopologue_C13-12,-1.371558433238837e-15
MCF002044_006,0.5,Myristic acid,Isotopologue_C13-12,-1.402868494969818e-15
MCF002044_004,0.5,Myristic acid,Isotopologue_C13-13,1.017962545944532e-17
MCF002044_005,0.5,Myristic acid,Isotopologue_C13-13,9.631045209575578e-18
MCF002044_006,0.5,Myristic acid,Isotopologue_C13-13,9.843888430258178e-18
MCF002044_004,0.5,Myristic acid,Isotopologue_C13-14,-5.016778035251681e-20
MCF002044_005,0.5,Myristic acid,Isotopologue_C13-14,-4.764037673340126e-20
MCF002044_006,0.5,Myristic acid,Isotopologue_C13-14,-4.866727495019367e-20
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-0,1.039578547274462
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-0,1.028718065884217
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-0,1.037306102675339
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-1,-7.083241757288225e-4
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-1,-0.001902488614619344
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-1,-0.002257193566105281
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-2,-0.03892067432522769
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-2,-0.02330234634449925
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-2,-0.03404673965751371
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-3,-0.001622189000236865
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-3,-0.005082112336428168
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-3,-0.002636609113809895
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-4,0.001688055725077099
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-4,0.001506064367045109
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-4,0.001626753485011037
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-5,1.532015790771435e-6
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-5,8.821475974030088e-5
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-5,2.70433849115267e-5
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-6,-1.856623526091503e-5
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-6,-2.75088970017509e-5
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-6,-2.111346110221905e-5
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-7,1.697575510949123e-6
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-7,2.208880534790726e-6
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-7,1.840292853751463e-6
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-8,-8.135114222236702e-8
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-8,-1.007093766208374e-7
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-8,-8.66760749570675e-8
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-9,2.552871603040416e-9
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-9,3.076908962391728e-9
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-9,2.695411657761432e-9
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-10,-5.705021818327526e-11
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-10,-6.761585797099496e-11
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-10,-5.989852809045203e-11
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-11,9.458111122873609e-13
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-11,1.108096677118923e-12
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-11,9.892417085274689e-13
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-12,-1.1871013115696e-14
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-12,-1.379090694743774e-14
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-12,-1.238168777154582e-14
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-13,1.136163814231683e-16
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-13,1.311431235842171e-16
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-13,1.182543038982034e-16
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-14,-8.262741220284988e-19
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-14,-9.488983790771554e-19
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-14,-8.585792249696087e-19
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-15,4.498285782842496e-21
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-15,5.144641179313135e-21
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-15,4.667911830623187e-21
MCF002044_004,0.5,Palmitic acid,Isotopologue_C13-16,-1.777743162092244e-23
MCF002044_005,0.5,Palmitic acid,Isotopologue_C13-16,-2.026288350255853e-23
MCF002044_006,0.5,Palmitic acid,Isotopologue_C13-16,-1.842750164754777e-23
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-0,1.011649130066729
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-0,1.0109427994929
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-0,1.011917209966879
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-1,-0.001519632348389149
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-1,-0.001791973242107915
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-1,-0.002801963446822795
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-2,-0.009851703921758504
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-2,-0.01051351852372835
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-2,-0.009699238478510964
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-3,3.437102787533478e-4
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-3,0.002463042610843369
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-3,0.001484887928712964
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-4,-7.205814916631766e-4
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-4,-0.001190258906352284
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-4,-9.96268998304015e-4
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-5,1.055786092768606e-4
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-5,8.896157697323176e-5
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-5,9.773657444147216e-5
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-6,-6.727536457672819e-6
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-6,1.458748542392146e-6
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-6,-2.173175418807616e-6
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-7,2.299515676311625e-7
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-7,-5.483950274413093e-7
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-7,-2.096271579698951e-7
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-8,-3.566886620047386e-9
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-8,3.815114363739139e-8
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-8,2.013646009420434e-8
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-9,-4.518589658946983e-11
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-9,-1.556325948646208e-9
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-9,-9.066431478112124e-10
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-10,4.135512908179439e-12
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-10,4.404879309603268e-11
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-10,2.693716630347842e-11
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-11,-1.240476015067299e-13
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-11,-9.242328972694011e-13
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-11,-5.818510062928325e-13
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-12,2.404250430084977e-15
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-12,1.485961466624354e-14
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-12,9.5379691300078e-15
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-13,-3.386719311924041e-17
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-13,-1.862055868372008e-16
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-13,-1.211905991054908e-16
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-14,3.61037241394471e-19
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-14,1.831072023643777e-18
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-14,1.204246849278031e-18
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-15,-2.952528481116568e-21
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-15,-1.4112543197800222e-20
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-15,-9.357327291411055e-21
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-16,1.849290541691342e-23
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-16,8.446419879185263e-23
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-16,5.637103854111981e-23
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-17,-8.742390417793351e-26
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-17,-3.851722788913046e-25
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-17,-2.584432934254697e-25
MCF002044_004,0.5,Stearic acid,Isotopologue_C13-18,3.024110844803998e-28
MCF002044_005,0.5,Stearic acid,Isotopologue_C13-18,1.293950322927034e-27
MCF002044_006,0.5,Stearic acid,Isotopologue_C13-18,8.7210873467258e-28
MCF002044_004,0.5,Fructose,Isotopologue_C13-0,0.706761900932744
MCF002044_005,0.5,Fructose,Isotopologue_C13-0,0.7299137837733325
MCF002044_006,0.5,Fructose,Isotopologue_C13-0,0.7317267569889683
MCF002044_004,0.5,Fructose,Isotopologue_C13-1,-0.001171287946591264
MCF002044_005,0.5,Fructose,Isotopologue_C13-1,-0.002290240097305566
MCF002044_006,0.5,Fructose,Isotopologue_C13-1,0.006794622101723499
MCF002044_004,0.5,Fructose,Isotopologue_C13-2,-0.002039482682337669
MCF002044_005,0.5,Fructose,Isotopologue_C13-2,-0.002910994311511989
MCF002044_006,0.5,Fructose,Isotopologue_C13-2,-0.007746841804677555
MCF002044_004,0.5,Fructose,Isotopologue_C13-3,-0.001008114288918576
MCF002044_005,0.5,Fructose,Isotopologue_C13-3,-0.001480078347795059
MCF002044_006,0.5,Fructose,Isotopologue_C13-3,-0.002489764078683484
MCF002044_004,0.5,Fructose,Isotopologue_C13-4,-4.273736811582789e-4
MCF002044_005,0.5,Fructose,Isotopologue_C13-4,5.789925807829511e-4
MCF002044_006,0.5,Fructose,Isotopologue_C13-4,-3.559828916263e-4
MCF002044_004,0.5,Fructose,Isotopologue_C13-5,-0.005805824039327982
MCF002044_005,0.5,Fructose,Isotopologue_C13-5,-0.005878445369724023
MCF002044_006,0.5,Fructose,Isotopologue_C13-5,-0.007362617868165696
MCF002044_004,0.5,Fructose,Isotopologue_C13-6,0.3036901817055897
MCF002044_005,0.5,Fructose,Isotopologue_C13-6,0.2820669817722211
MCF002044_006,0.5,Fructose,Isotopologue_C13-6,0.2794338275524612
MCF002044_004,0.5,Glucose,Isotopologue_C13-0,0.01142241754702767
MCF002044_005,0.5,Glucose,Isotopologue_C13-0,0.009296870951207977
MCF002044_006,0.5,Glucose,Isotopologue_C13-0,0.009122561583760307
MCF002044_004,0.5,Glucose,Isotopologue_C13-1,-6.308946513978128e-5
MCF002044_005,0.5,Glucose,Isotopologue_C13-1,1.077849321814818e-4
MCF002044_006,0.5,Glucose,Isotopologue_C13-1,-9.317063561984456e-5
MCF002044_004,0.5,Glucose,Isotopologue_C13-2,1.160959111770679e-5
MCF002044_005,0.5,Glucose,Isotopologue_C13-2,-2.052755213701075e-4
MCF002044_006,0.5,Glucose,Isotopologue_C13-2,4.949040767899018e-5
MCF002044_004,0.5,Glucose,Isotopologue_C13-3,3.645024031383248e-5
MCF002044_005,0.5,Glucose,Isotopologue_C13-3,8.30088191387168e-5
MCF002044_006,0.5,Glucose,Isotopologue_C13-3,6.450773253202661e-5
MCF002044_004,0.5,Glucose,Isotopologue_C13-4,5.382354495673698e-4
MCF002044_005,0.5,Glucose,Isotopologue_C13-4,5.617793871427054e-4
MCF002044_006,0.5,Glucose,Isotopologue_C13-4,5.054175612793013e-4
MCF002044_004,0.5,Glucose,Isotopologue_C13-5,-0.01656115822160966
MCF002044_005,0.5,Glucose,Isotopologue_C13-5,-0.01670720424250338
MCF002044_006,0.5,Glucose,Isotopologue_C13-5,-0.01674435220451574
MCF002044_004,0.5,Glucose,Isotopologue_C13-6,1.004615534858723
MCF002044_005,0.5,Glucose,Isotopologue_C13-6,1.006863035674203
MCF002044_006,0.5,Glucose,Isotopologue_C13-6,1.007095545554885
MCF002044_004,0.5,Pentose-phosphate,Isotopologue_C13-0,1.044673902264134
MCF002044_005,0.5,Pentose-phosphate,Isotopologue_C13-0,1.053301159479085
MCF002044_006,0.5,Pentose-phosphate,Isotopologue_C13-0,1.040558574530395
MCF002044_004,0.5,Pentose-phosphate,Isotopologue_C13-1,-0.01934541607589447
MCF002044_005,0.5,Pentose-phosphate,Isotopologue_C13-1,-0.02749604136594887
MCF002044_006,0.5,Pentose-phosphate,Isotopologue_C13-1,-0.0123302648929731
MCF002044_004,0.5,Pentose-phosphate,Isotopologue_C13-2,-0.00878898238210073
MCF002044_005,0.5,Pentose-phosphate,Isotopologue_C13-2,-0.003777722862364488
MCF002044_006,0.5,Pentose-phosphate,Isotopologue_C13-2,-0.008682701027165672
MCF002044_004,0.5,Pentose-phosphate,Isotopologue_C13-3,-0.005146299540146313
MCF002044_005,0.5,Pentose-phosphate,Isotopologue_C13-3,-0.002057968184309959
MCF002044_006,0.5,Pentose-phosphate,Isotopologue_C13-3,-0.006785974892570878
MCF002044_004,0.5,Pentose-phosphate,Isotopologue_C13-4,-0.008695481310463722
MCF002044_005,0.5,Pentose-phosphate,Isotopologue_C13-4,-0.01680477704483894
MCF002044_006,0.5,Pentose-phosphate,Isotopologue_C13-4,-0.009015772556224965
MCF002044_004,0.5,Pentose-phosphate,Isotopologue_C13-5,-0.00269772295552875
MCF002044_005,0.5,Pentose-phosphate,Isotopologue_C13-5,-0.003164650021622705
MCF002044_006,0.5,Pentose-phosphate,Isotopologue_C13-5,-0.003743861161460608
MCF002044_004,0.5,Myo-inositol,Isotopologue_C13-0,1.012390562918142
MCF002044_005,0.5,Myo-inositol,Isotopologue_C13-0,1.012998131314022
MCF002044_006,0.5,Myo-inositol,Isotopologue_C13-0,1.010405901898397
MCF002044_004,0.5,Myo-inositol,Isotopologue_C13-1,-0.01096514919015644
MCF002044_005,0.5,Myo-inositol,Isotopologue_C13-1,-0.00913424759190631
MCF002044_006,0.5,Myo-inositol,Isotopologue_C13-1,-0.00832002293203007
MCF002044_004,0.5,Myo-inositol,Isotopologue_C13-2,-0.004879331896375561
MCF002044_005,0.5,Myo-inositol,Isotopologue_C13-2,-0.007961059526647853
MCF002044_006,0.5,Myo-inositol,Isotopologue_C13-2,-0.005027363560385293
MCF002044_004,0.5,Myo-inositol,Isotopologue_C13-3,8.215401056406442e-4
MCF002044_005,0.5,Myo-inositol,Isotopologue_C13-3,0.001126148278516355
MCF002044_006,0.5,Myo-inositol,Isotopologue_C13-3,0.00106577876513172
MCF002044_004,0.5,Myo-inositol,Isotopologue_C13-4,3.734541237356658e-4
MCF002044_005,0.5,Myo-inositol,Isotopologue_C13-4,0.001209656317288022
