Sample,cohort,compound,datatype,value
MCF002044_002,0,Sorbitol,Isotopologue_C13-4,-0.001653198722739131
MCF002044_003,0,Sorbitol,Isotopologue_C13-4,-7.0445995711376e-4
MCF002044_001,0,Sorbitol,Isotopologue_C13-5,-0.006066486128776203
MCF002044_002,0,Sorbitol,Isotopologue_C13-5,0.00070114473811221155
MCF002044_003,0,Sorbitol,Isotopologue_C13-5,-0.001005344445835677
MCF002044_001,0,Sorbitol,Isotopologue_C13-6,-0.001849527662691715
MCF002044_002,0,Sorbitol,Isotopologue_C13-6,-0.001603448390631058
MCF002044_003,0,Sorbitol,Isotopologue_C13-6,-0.002431051360631245
MCF002044_004,0.5,13C5-D5-15N Glutamic acid,Abund,8916820
MCF002044_004,0.5,13C5-D5-15N Glutamic acid,BlankcorAbund,8916820
MCF002044_004,0.5,13C5-D5-15N Glutamic acid,NormAbund,17833640
MCF002044_004,0.5,D7-Glucose,Abund,1418145536
MCF002044_004,0.5,D7-Glucose,BlankcorAbund,1417240293.8133333
MCF002044_004,0.5,D7-Glucose,NormAbund,2834480587.6266665
MCF002044_004,0.5,Myristic acid d27,Abund,3323810.75
MCF002044_004,0.5,Myristic acid d27,BlankcorAbund,1510427.33
MCF002044_004,0.5,Myristic acid d27,NormAbund,3020854.66
MCF002044_004,0.5,2-Phosphoglyceric acid,Abund,235782.6900596143
MCF002044_004,0.5,2-Phosphoglyceric acid,BlankcorAbund,235782.6900596143
MCF002044_004,0.5,2-Phosphoglyceric acid,NormAbund,471565.3801192286
MCF002044_004,0.5,(2 and/or 3-)Phosphoglyceric acid,Abund,4938944.920418447
MCF002044_004,0.5,(2 and/or 3-)Phosphoglyceric acid,BlankcorAbund,4938944.920418447
MCF002044_004,0.5,(2 and/or 3-)Phosphoglyceric acid,NormAbund,9877889.840836894
MCF002044_004,0.5,D-Glyceraldehyde 3-phosphate,Abund,334767.6056747674
MCF002044_004,0.5,D-Glyceraldehyde 3-phosphate,BlankcorAbund,334767.6056747674
MCF002044_004,0.5,D-Glyceraldehyde 3-phosphate,NormAbund,669535.2113495348
MCF002044_004,0.5,Dihydroxyacetone phosphate,Abund,2260050.525562524
MCF002044_004,0.5,Dihydroxyacetone phosphate,BlankcorAbund,2260050.525562524
MCF002044_004,0.5,Dihydroxyacetone phosphate,NormAbund,4520101.051125048
MCF002044_004,0.5,Glycerol 3-phosphate,Abund,33844292.11089347
MCF002044_004,0.5,Glycerol 3-phosphate,BlankcorAbund,33841423.09922378
MCF002044_004,0.5,Glycerol 3-phosphate,NormAbund,67682846.19844756
MCF002044_004,0.5,Hexose-phosphate,Abund,4811946.443410946
MCF002044_004,0.5,Hexose-phosphate,BlankcorAbund,4811946.443410946
MCF002044_004,0.5,Hexose-phosphate,NormAbund,9623892.886821892
MCF002044_004,0.5,Hexose,Abund,9633988952.61345
MCF002044_004,0.5,Hexose,BlankcorAbund,9626756266.171448
MCF002044_004,0.5,Hexose,NormAbund,19253512532.342896
MCF002044_004,0.5,L-Lactic acid,Abund,16636471.96007682
MCF002044_004,0.5,L-Lactic acid,BlankcorAbund,11341389.81867913
MCF002044_004,0.5,L-Lactic acid,NormAbund,22682779.63735826
MCF002044_004,0.5,Phosphoenolpyruvic acid,Abund,1496034.176916289
MCF002044_004,0.5,Phosphoenolpyruvic acid,BlankcorAbund,1496034.176916289
MCF002044_004,0.5,Phosphoenolpyruvic acid,NormAbund,2992068.353832578
MCF002044_004,0.5,Pyruvic acid,Abund,290145.301930853
MCF002044_004,0.5,Pyruvic acid,BlankcorAbund,195940.15896769718
MCF002044_004,0.5,Pyruvic acid,NormAbund,391880.31793539436
MCF002044_004,0.5,Citric acid,Abund,5249927.618327486
MCF002044_004,0.5,Citric acid,BlankcorAbund,5119672.086317563
MCF002044_004,0.5,Citric acid,NormAbund,10239344.172635127
MCF002044_004,0.5,Fumaric acid,Abund,1663455.866587083
MCF002044_004,0.5,Fumaric acid,BlankcorAbund,1277232.1192044665
MCF002044_004,0.5,Fumaric acid,NormAbund,2554464.238408933
MCF002044_004,0.5,L-Malic acid,Abund,35147178.71750044
MCF002044_004,0.5,L-Malic acid,BlankcorAbund,34795058.60913291
MCF002044_004,0.5,L-Malic acid,NormAbund,69590117.21826582
MCF002044_004,0.5,Oxoglutaric acid,Abund,1540772.920394389
MCF002044_004,0.5,Oxoglutaric acid,BlankcorAbund,1540772.920394389
MCF002044_004,0.5,Oxoglutaric acid,NormAbund,3081545.840788778
MCF002044_004,0.5,Succinic acid,Abund,3461996.296941225
MCF002044_004,0.5,Succinic acid,BlankcorAbund,883552.0119877337
MCF002044_004,0.5,Succinic acid,NormAbund,1767104.0239754673
MCF002044_004,0.5,Glycine,Abund,39160925.73137909
MCF002044_004,0.5,Glycine,BlankcorAbund,36971954.78488811
MCF002044_004,0.5,Glycine,NormAbund,73943909.56977622
MCF002044_004,0.5,L-Alanine,Abund,20825488.64637027
MCF002044_004,0.5,L-Alanine,BlankcorAbund,19058627.439537313
MCF002044_004,0.5,L-Alanine,NormAbund,38117254.879074626
MCF002044_004,0.5,L-Asparagine,Abund,52593.40539621518
MCF002044_004,0.5,L-Asparagine,BlankcorAbund,23325.86099836125
MCF002044_004,0.5,L-Asparagine,NormAbund,46651.7219967225
MCF002044_004,0.5,L-Aspartic acid,Abund,55824435.58928017
MCF002044_004,0.5,L-Aspartic acid,BlankcorAbund,55824435.58928017
MCF002044_004,0.5,L-Aspartic acid,NormAbund,111648871.17856035
MCF002044_004,0.5,L-Cysteine,Abund,3156577.52702014
MCF002044_004,0.5,L-Cysteine,BlankcorAbund,3140958.1919772606
MCF002044_004,0.5,L-Cysteine,NormAbund,6281916.383954521
MCF002044_004,0.5,L-Glutamic acid,Abund,174243962.6169685
MCF002044_004,0.5,L-Glutamic acid,BlankcorAbund,174243962.6169685
MCF002044_004,0.5,L-Glutamic acid,NormAbund,348487925.233937
MCF002044_004,0.5,L-Isoleucine,Abund,4543953.177892759
MCF002044_004,0.5,L-Isoleucine,BlankcorAbund,3885193.4724329296
MCF002044_004,0.5,L-Isoleucine,NormAbund,7770386.944865859
MCF002044_004,0.5,L-Leucine,Abund,3145144.683931062
MCF002044_004,0.5,L-Leucine,BlankcorAbund,2943918.42472098
MCF002044_004,0.5,L-Leucine,NormAbund,5887836.84944196
MCF002044_004,0.5,L-Lysine,Abund,2252687.600826578
MCF002044_004,0.5,L-Lysine,BlankcorAbund,2252687.600826578
MCF002044_004,0.5,L-Lysine,NormAbund,4505375.201653156
MCF002044_004,0.5,L-Methionine,Abund,4249237.245468298
MCF002044_004,0.5,L-Methionine,BlankcorAbund,4221831.245837819
MCF002044_004,0.5,L-Methionine,NormAbund,8443662.491675638
MCF002044_004,0.5,L-Phenylalanine,Abund,6151121.883186005
MCF002044_004,0.5,L-Phenylalanine,BlankcorAbund,6151121.883186005
MCF002044_004,0.5,L-Phenylalanine,NormAbund,12302243.76637201
MCF002044_004,0.5,L-Proline,Abund,5632778.76416339
MCF002044_004,0.5,L-Proline,BlankcorAbund,5629259.329236898
MCF002044_004,0.5,L-Proline,NormAbund,11258518.658473795
MCF002044_004,0.5,L-Serine,Abund,60937.67394909108
MCF002044_004,0.5,L-Serine,BlankcorAbund,60937.67394909108
MCF002044_004,0.5,L-Serine,NormAbund,121875.34789818215
MCF002044_004,0.5,L-Threonine,Abund,4466005.78877432
MCF002044_004,0.5,L-Threonine,BlankcorAbund,4351861.672463631
MCF002044_004,0.5,L-Threonine,NormAbund,8703723.344927263
MCF002044_004,0.5,L-Tryptophan,Abund,438899.575423315
MCF002044_004,0.5,L-Tryptophan,BlankcorAbund,438899.575423315
MCF002044_004,0.5,L-Tryptophan,NormAbund,877799.15084663
MCF002044_004,0.5,L-Tyrosine,Abund,961900.504708711
MCF002044_004,0.5,L-Tyrosine,BlankcorAbund,961900.504708711
MCF002044_004,0.5,L-Tyrosine,NormAbund,1923801.009417422
MCF002044_004,0.5,L-Valine,Abund,9153688.932172239
MCF002044_004,0.5,L-Valine,BlankcorAbund,8762821.632545738
MCF002044_004,0.5,L-Valine,NormAbund,17525643.265091475
MCF002044_004,0.5,Myristic acid,Abund,4781661.690883856
MCF002044_004,0.5,Myristic acid,BlankcorAbund,-38657.27645388525
MCF002044_004,0.5,Myristic acid,NormAbund,-77314.5529077705
MCF002044_004,0.5,Palmitic acid,Abund,275264871.2821529
MCF002044_004,0.5,Palmitic acid,BlankcorAbund,2225314.6592547894
MCF002044_004,0.5,Palmitic acid,NormAbund,4450629.318509579
MCF002044_004,0.5,Stearic acid,Abund,109467488.0374925
MCF002044_004,0.5,Stearic acid,BlankcorAbund,17150748.868509352
MCF002044_004,0.5,Stearic acid,NormAbund,34301497.737018704
MCF002044_004,0.5,Fructose,Abund,9916343.303135348
MCF002044_004,0.5,Fructose,BlankcorAbund,9317569.138791362
MCF002044_004,0.5,Fructose,NormAbund,18635138.277582724
MCF002044_004,0.5,Glucose,Abund,7360261570.30578
MCF002044_004,0.5,Glucose,BlankcorAbund,7358817989.428987
MCF002044_004,0.5,Glucose,NormAbund,14717635978.857973
MCF002044_004,0.5,Pentose-phosphate,Abund,8601531.899355164
MCF002044_004,0.5,Pentose-phosphate,BlankcorAbund,8601531.899355164
MCF002044_004,0.5,Pentose-phosphate,NormAbund,17203063.798710328
MCF002044_004,0.5,Myo-inositol,Abund,157876787.1418625
MCF002044_004,0.5,Myo-inositol,BlankcorAbund,157864533.31258482
MCF002044_004,0.5,Myo-inositol,NormAbund,315729066.62516963
MCF002044_004,0.5,2-DL-Hydroxybutyric acid,Abund,69100.51285361436
MCF002044_004,0.5,2-DL-Hydroxybutyric acid,BlankcorAbund,-4115.083234191639
MCF002044_004,0.5,2-DL-Hydroxybutyric acid,NormAbund,-8230.166468383279
MCF002044_004,0.5,3-DL-Hydroxybutyric acid,Abund,2264546.112760962
MCF002044_004,0.5,3-DL-Hydroxybutyric acid,BlankcorAbund,262941.35885027377
MCF002044_004,0.5,3-DL-Hydroxybutyric acid,NormAbund,525882.7177005475
MCF002044_004,0.5,DL-2-Hydroxyglutaric acid,Abund,1343918.683028015
MCF002044_004,0.5,DL-2-Hydroxyglutaric acid,BlankcorAbund,1312464.8958337589
MCF002044_004,0.5,DL-2-Hydroxyglutaric acid,NormAbund,2624929.7916675177
MCF002044_004,0.5,Oxoadipic acid,Abund,0
MCF002044_004,0.5,Oxoadipic acid,BlankcorAbund,0
MCF002044_004,0.5,Oxoadipic acid,NormAbund,0
MCF002044_004,0.5,(S)-a-Acetolactic Acid,Abund,0
MCF002044_004,0.5,(S)-a-Acetolactic Acid,BlankcorAbund,0
MCF002044_004,0.5,(S)-a-Acetolactic Acid,NormAbund,0
MCF002044_004,0.5,"2,3-dihydroxyisovalerate",Abund,0
MCF002044_004,0.5,"2,3-dihydroxyisovalerate",BlankcorAbund,0
MCF002044_004,0.5,"2,3-dihydroxyisovalerate",NormAbund,0
MCF002044_004,0.5,2-isopropylmalic acid,Abund,0
MCF002044_004,0.5,2-isopropylmalic acid,BlankcorAbund,0
MCF002044_004,0.5,2-isopropylmalic acid,NormAbund,0
MCF002044_004,0.5,a-Ketobutyric acid,Abund,1217569.629996498
MCF002044_004,0.5,a-Ketobutyric acid,BlankcorAbund,853303.7113304434
MCF002044_004,0.5,a-Ketobutyric acid,NormAbund,1706607.4226608868
MCF002044_004,0.5,Fucose,Abund,246930.8936780607
MCF002044_004,0.5,Fucose,BlankcorAbund,246930.8936780607
MCF002044_004,0.5,Fucose,NormAbund,493861.7873561214
MCF002044_004,0.5,Galacturonic acid,Abund,0
MCF002044_004,0.5,Galacturonic acid,BlankcorAbund,0
MCF002044_004,0.5,Galacturonic acid,NormAbund,0
MCF002044_004,0.5,Glucuronic acid,Abund,7392751.44991049
MCF002044_004,0.5,Glucuronic acid,BlankcorAbund,7392751.44991049
MCF002044_004,0.5,Glucuronic acid,NormAbund,14785502.89982098
MCF002044_004,0.5,Mannitol,Abund,59163.36060277571
MCF002044_004,0.5,Mannitol,BlankcorAbund,59163.36060277571
MCF002044_004,0.5,Mannitol,NormAbund,118326.72120555142
MCF002044_004,0.5,Sorbitol,Abund,6182899.200379333
MCF002044_004,0.5,Sorbitol,BlankcorAbund,6098642.372122158
MCF002044_004,0.5,Sorbitol,NormAbund,12197284.744244317
MCF002044_005,0.5,13C5-D5-15N Glutamic acid,Abund,6815026
MCF002044_005,0.5,13C5-D5-15N Glutamic acid,BlankcorAbund,6815026
MCF002044_005,0.5,13C5-D5-15N Glutamic acid,NormAbund,13630052
MCF002044_005,0.5,D7-Glucose,Abund,1194034560
MCF002044_005,0.5,D7-Glucose,BlankcorAbund,1193129317.8133333
MCF002044_005,0.5,D7-Glucose,NormAbund,2386258635.6266665
MCF002044_005,0.5,Myristic acid d27,Abund,2421229.5
MCF002044_005,0.5,Myristic acid d27,BlankcorAbund,607846.0800000001
MCF002044_005,0.5,Myristic acid d27,NormAbund,1215692.1600000001
MCF002044_005,0.5,2-Phosphoglyceric acid,Abund,254474.3979644707
MCF002044_005,0.5,2-Phosphoglyceric acid,BlankcorAbund,254474.3979644707
MCF002044_005,0.5,2-Phosphoglyceric acid,NormAbund,508948.7959289414
MCF002044_005,0.5,(2 and/or 3-)Phosphoglyceric acid,Abund,4485425.656134908
MCF002044_005,0.5,(2 and/or 3-)Phosphoglyceric acid,BlankcorAbund,4485425.656134908
MCF002044_005,0.5,(2 and/or 3-)Phosphoglyceric acid,NormAbund,8970851.312269816
MCF002044_005,0.5,D-Glyceraldehyde 3-phosphate,Abund,378875.1392337599
MCF002044_005,0.5,D-Glyceraldehyde 3-phosphate,BlankcorAbund,378875.1392337599
MCF002044_005,0.5,D-Glyceraldehyde 3-phosphate,NormAbund,757750.2784675198
MCF002044_005,0.5,Dihydroxyacetone phosphate,Abund,2059047.568923979
MCF002044_005,0.5,Dihydroxyacetone phosphate,BlankcorAbund,2059047.568923979
MCF002044_005,0.5,Dihydroxyacetone phosphate,NormAbund,4118095.137847958
MCF002044_005,0.5,Glycerol 3-phosphate,Abund,27860374.03395985
MCF002044_005,0.5,Glycerol 3-phosphate,BlankcorAbund,27857505.02229015
MCF002044_005,0.5,Glycerol 3-phosphate,NormAbund,55715010.0445803
MCF002044_005,0.5,Hexose-phosphate,Abund,3563130.794671565
MCF002044_005,0.5,Hexose-phosphate,BlankcorAbund,3563130.794671565
MCF002044_005,0.5,Hexose-phosphate,NormAbund,7126261.58934313
MCF002044_005,0.5,Hexose,Abund,7359722668.477452
MCF002044_005,0.5,Hexose,BlankcorAbund,7352489982.035451
MCF002044_005,0.5,Hexose,NormAbund,14704979964.070902
MCF002044_005,0.5,L-Lactic acid,Abund,22528420.31943068
MCF002044_005,0.5,L-Lactic acid,BlankcorAbund,17233338.178032987
MCF002044_005,0.5,L-Lactic acid,NormAbund,34466676.35606597
MCF002044_005,0.5,Phosphoenolpyruvic acid,Abund,1429519.447634707
MCF002044_005,0.5,Phosphoenolpyruvic acid,BlankcorAbund,1429519.447634707
MCF002044_005,0.5,Phosphoenolpyruvic acid,NormAbund,2859038.895269414
MCF002044_005,0.5,Pyruvic acid,Abund,289190.7466404779
MCF002044_005,0.5,Pyruvic acid,BlankcorAbund,194985.6036773221
MCF002044_005,0.5,Pyruvic acid,NormAbund,389971.2073546442
MCF002044_005,0.5,Citric acid,Abund,6524391.427519077
MCF002044_005,0.5,Citric acid,BlankcorAbund,6394135.895509155
MCF002044_005,0.5,Citric acid,NormAbund,12788271.79101831
MCF002044_005,0.5,Fumaric acid,Abund,1485918.062556352
MCF002044_005,0.5,Fumaric acid,BlankcorAbund,1099694.3151737354
MCF002044_005,0.5,Fumaric acid,NormAbund,2199388.6303474708
MCF002044_005,0.5,L-Malic acid,Abund,37857905.94536414
MCF002044_005,0.5,L-Malic acid,BlankcorAbund,37505785.83699661
MCF002044_005,0.5,L-Malic acid,NormAbund,75011571.67399321
MCF002044_005,0.5,Oxoglutaric acid,Abund,1285777.883089252
MCF002044_005,0.5,Oxoglutaric acid,BlankcorAbund,1285777.883089252
MCF002044_005,0.5,Oxoglutaric acid,NormAbund,2571555.766178504
MCF002044_005,0.5,Succinic acid,Abund,2746905.451310036
MCF002044_005,0.5,Succinic acid,BlankcorAbund,168461.16635654448
MCF002044_005,0.5,Succinic acid,NormAbund,336922.33271308895
MCF002044_005,0.5,Glycine,Abund,28199034.79245734
MCF002044_005,0.5,Glycine,BlankcorAbund,26010063.845966354
MCF002044_005,0.5,Glycine,NormAbund,52020127.69193271
MCF002044_005,0.5,L-Alanine,Abund,22712824.48059402
MCF002044_005,0.5,L-Alanine,BlankcorAbund,20945963.273761064
MCF002044_005,0.5,L-Alanine,NormAbund,41891926.54752213
MCF002044_005,0.5,L-Asparagine,Abund,40710.51007887373
MCF002044_005,0.5,L-Asparagine,BlankcorAbund,11442.965681019803
MCF002044_005,0.5,L-Asparagine,NormAbund,22885.931362039606
MCF002044_005,0.5,L-Aspartic acid,Abund,34512151.94035418
MCF002044_005,0.5,L-Aspartic acid,BlankcorAbund,34512151.94035418
MCF002044_005,0.5,L-Aspartic acid,NormAbund,69024303.88070837
MCF002044_005,0.5,L-Cysteine,Abund,2381280.870360184
MCF002044_005,0.5,L-Cysteine,BlankcorAbund,2365661.5353173045
MCF002044_005,0.5,L-Cysteine,NormAbund,4731323.070634609
MCF002044_005,0.5,L-Glutamic acid,Abund,153781824.6817693
MCF002044_005,0.5,L-Glutamic acid,BlankcorAbund,153781824.6817693
MCF002044_005,0.5,L-Glutamic acid,NormAbund,307563649.3635386
MCF002044_005,0.5,L-Isoleucine,Abund,3963997.906863605
MCF002044_005,0.5,L-Isoleucine,BlankcorAbund,3305238.2014037753
MCF002044_005,0.5,L-Isoleucine,NormAbund,6610476.4028075505
MCF002044_005,0.5,L-Leucine,Abund,4069564.161236821
MCF002044_005,0.5,L-Leucine,BlankcorAbund,3868337.902026739
MCF002044_005,0.5,L-Leucine,NormAbund,7736675.804053478
MCF002044_005,0.5,L-Lysine,Abund,2130131.572926196
MCF002044_005,0.5,L-Lysine,BlankcorAbund,2130131.572926196
MCF002044_005,0.5,L-Lysine,NormAbund,4260263.145852392
MCF002044_005,0.5,L-Methionine,Abund,3575702.557516003
MCF002044_005,0.5,L-Methionine,BlankcorAbund,3548296.557885524
MCF002044_005,0.5,L-Methionine,NormAbund,7096593.115771048
MCF002044_005,0.5,L-Phenylalanine,Abund,6317780.06056264
MCF002044_005,0.5,L-Phenylalanine,BlankcorAbund,6317780.06056264
MCF002044_005,0.5,L-Phenylalanine,NormAbund,12635560.12112528
MCF002044_005,0.5,L-Proline,Abund,6673894.960159262
MCF002044_005,0.5,L-Proline,BlankcorAbund,6670375.52523277
MCF002044_005,0.5,L-Proline,NormAbund,13340751.05046554
MCF002044_005,0.5,L-Serine,Abund,448096.6021904569
MCF002044_005,0.5,L-Serine,BlankcorAbund,448096.6021904569
MCF002044_005,0.5,L-Serine,NormAbund,896193.2043809138
MCF002044_005,0.5,L-Threonine,Abund,4462927.826540385
MCF002044_005,0.5,L-Threonine,BlankcorAbund,4348783.710229697
MCF002044_005,0.5,L-Threonine,NormAbund,8697567.420459393
MCF002044_005,0.5,L-Tryptophan,Abund,472021.9649258016
MCF002044_005,0.5,L-Tryptophan,BlankcorAbund,472021.9649258016
MCF002044_005,0.5,L-Tryptophan,NormAbund,944043.9298516032
MCF002044_005,0.5,L-Tyrosine,Abund,518176.7891840778
MCF002044_005,0.5,L-Tyrosine,BlankcorAbund,518176.7891840778
MCF002044_005,0.5,L-Tyrosine,NormAbund,1036353.5783681556
MCF002044_005,0.5,L-Valine,Abund,9744382.082143104
MCF002044_005,0.5,L-Valine,BlankcorAbund,9353514.782516602
MCF002044_005,0.5,L-Valine,NormAbund,18707029.565033205
MCF002044_005,0.5,Myristic acid,Abund,3399286.022412682
MCF002044_005,0.5,Myristic acid,BlankcorAbund,-1421032.9449250596
MCF002044_005,0.5,Myristic acid,NormAbund,-2842065.889850119
MCF002044_005,0.5,Palmitic acid,Abund,180525996.295192
MCF002044_005,0.5,Palmitic acid,BlankcorAbund,-92513560.3277061
MCF002044_005,0.5,Palmitic acid,NormAbund,-185027120.6554122
MCF002044_005,0.5,Stearic acid,Abund,80793514.65694807
MCF002044_005,0.5,Stearic acid,BlankcorAbund,-11523224.512035072
MCF002044_005,0.5,Stearic acid,NormAbund,-23046449.024070144
MCF002044_005,0.5,Fructose,Abund,6649862.021015204
MCF002044_005,0.5,Fructose,BlankcorAbund,6051087.856671218
MCF002044_005,0.5,Fructose,NormAbund,12102175.713342436
MCF002044_005,0.5,Glucose,Abund,5346221755.425157
MCF002044_005,0.5,Glucose,BlankcorAbund,5344778174.548363
MCF002044_005,0.5,Glucose,NormAbund,10689556349.096725
MCF002044_005,0.5,Pentose-phosphate,Abund,7548737.842856112
MCF002044_005,0.5,Pentose-phosphate,BlankcorAbund,7548737.842856112
MCF002044_005,0.5,Pentose-phosphate,NormAbund,15097475.685712224
MCF002044_005,0.5,Myo-inositol,Abund,130544607.0456737
MCF002044_005,0.5,Myo-inositol,BlankcorAbund,130532353.21639599
MCF002044_005,0.5,Myo-inositol,NormAbund,261064706.43279198
MCF002044_005,0.5,2-DL-Hydroxybutyric acid,Abund,41702.10064160802
MCF002044_005,0.5,2-DL-Hydroxybutyric acid,BlankcorAbund,-31513.49544619798
MCF002044_005,0.5,2-DL-Hydroxybutyric acid,NormAbund,-63026.99089239596
MCF002044_005,0.5,3-DL-Hydroxybutyric acid,Abund,2384747.639985753
MCF002044_005,0.5,3-DL-Hydroxybutyric acid,BlankcorAbund,383142.886075065
MCF002044_005,0.5,3-DL-Hydroxybutyric acid,NormAbund,766285.77215013
MCF002044_005,0.5,DL-2-Hydroxyglutaric acid,Abund,1422923.858121695
MCF002044_005,0.5,DL-2-Hydroxyglutaric acid,BlankcorAbund,1391470.0709274388
MCF002044_005,0.5,DL-2-Hydroxyglutaric acid,NormAbund,2782940.1418548776
MCF002044_005,0.5,Oxoadipic acid,Abund,4527.728186782582
MCF002044_005,0.5,Oxoadipic acid,BlankcorAbund,4527.728186782582
MCF002044_005,0.5,Oxoadipic acid,NormAbund,9055.456373565165
MCF002044_005,0.5,(S)-a-Acetolactic Acid,Abund,0
MCF002044_005,0.5,(S)-a-Acetolactic Acid,BlankcorAbund,0
MCF002044_005,0.5,(S)-a-Acetolactic Acid,NormAbund,0
MCF002044_005,0.5,"2,3-dihydroxyisovalerate",Abund,0
MCF002044_005,0.5,"2,3-dihydroxyisovalerate",BlankcorAbund,0
MCF002044_005,0.5,"2,3-dihydroxyisovalerate",NormAbund,0
MCF002044_005,0.5,2-isopropylmalic acid,Abund,0
MCF002044_005,0.5,2-isopropylmalic acid,BlankcorAbund,0
MCF002044_005,0.5,2-isopropylmalic acid,NormAbund,0
MCF002044_005,0.5,a-Ketobutyric acid,Abund,0
MCF002044_005,0.5,a-Ketobutyric acid,BlankcorAbund,-364265.91866605467
MCF002044_005,0.5,a-Ketobutyric acid,NormAbund,-728531.8373321093
MCF002044_005,0.5,Fucose,Abund,323275.4977362561
MCF002044_005,0.5,Fucose,BlankcorAbund,323275.4977362561
MCF002044_005,0.5,Fucose,NormAbund,646550.9954725122
MCF002044_005,0.5,Galacturonic acid,Abund,5940.265279854057
MCF002044_005,0.5,Galacturonic acid,BlankcorAbund,5940.265279854057
MCF002044_005,0.5,Galacturonic acid,NormAbund,11880.530559708113
MCF002044_005,0.5,Glucuronic acid,Abund,4869971.525650959
MCF002044_005,0.5,Glucuronic acid,BlankcorAbund,4869971.525650959
MCF002044_005,0.5,Glucuronic acid,NormAbund,9739943.051301919
MCF002044_005,0.5,Mannitol,Abund,20935.96112190619
MCF002044_005,0.5,Mannitol,BlankcorAbund,20935.96112190619
MCF002044_005,0.5,Mannitol,NormAbund,41871.92224381238
MCF002044_005,0.5,Sorbitol,Abund,6769784.0179423625
MCF002044_005,0.5,Sorbitol,BlankcorAbund,6685527.189685187
MCF002044_005,0.5,Sorbitol,NormAbund,13371054.379370375
MCF002044_006,0.5,13C5-D5-15N Glutamic acid,Abund,8142146
MCF002044_006,0.5,13C5-D5-15N Glutamic acid,BlankcorAbund,8142146
MCF002044_006,0.5,13C5-D5-15N Glutamic acid,NormAbund,16284292
MCF002044_006,0.5,D7-Glucose,Abund,1432266240
MCF002044_006,0.5,D7-Glucose,BlankcorAbund,1431360997.8133333
MCF002044_006,0.5,D7-Glucose,NormAbund,2862721995.6266665
MCF002044_006,0.5,Myristic acid d27,Abund,2846348.5
MCF002044_006,0.5,Myristic acid d27,BlankcorAbund,1032965.0800000001
MCF002044_006,0.5,Myristic acid d27,NormAbund,2065930.1600000001
MCF002044_006,0.5,2-Phosphoglyceric acid,Abund,234422.016805223
MCF002044_006,0.5,2-Phosphoglyceric acid,BlankcorAbund,234422.016805223
MCF002044_006,0.5,2-Phosphoglyceric acid,NormAbund,468844.033610446
MCF002044_006,0.5,(2 and/or 3-)Phosphoglyceric acid,Abund,4582502.090890698
MCF002044_006,0.5,(2 and/or 3-)Phosphoglyceric acid,BlankcorAbund,4582502.090890698
MCF002044_006,0.5,(2 and/or 3-)Phosphoglyceric acid,NormAbund,9165004.181781396
MCF002044_006,0.5,D-Glyceraldehyde 3-phosphate,Abund,439941.6071675355
