"","compound","datatype","cohort","P","average"
"999","Myo-inositol","Isotopologue_C13-3","0",NA,0.00113819939968757
"1000","Myo-inositol","Isotopologue_C13-4","0",NA,0.000361090247349685
"1001","Myo-inositol","Isotopologue_C13-5","0",NA,0.00032894373511392
"1002","Myo-inositol","Isotopologue_C13-6","0",NA,0.00168763387727028
"1003","Myristic acid","FracCont","0",NA,0.00150147368713665
"1004","Myristic acid","Isotopologue_C13-0","0",NA,1.06641511710715
"1005","Myristic acid","Isotopologue_C13-1","0",NA,-0.00930757772279806
"1006","Myristic acid","Isotopologue_C13-10","0",NA,-1.10983118219348e-11
"1007","Myristic acid","Isotopologue_C13-11","0",NA,1.49664301675269e-13
"1008","Myristic acid","Isotopologue_C13-12","0",NA,-1.45363739801879e-15
"1009","Myristic acid","Isotopologue_C13-13","0",NA,1.01701798011892e-17
"1010","Myristic acid","Isotopologue_C13-14","0",NA,-5.01696152529528e-20
"1011","Myristic acid","Isotopologue_C13-2","0",NA,-0.0633332567882543
"1012","Myristic acid","Isotopologue_C13-3","0",NA,0.00445073321068988
"1013","Myristic acid","Isotopologue_C13-4","0",NA,0.00191531256453694
"1014","Myristic acid","Isotopologue_C13-5","0",NA,-0.000140582758359268
"1015","Myristic acid","Isotopologue_C13-6","0",NA,-9.71021916229842e-08
"1016","Myristic acid","Isotopologue_C13-7","0",NA,3.70827388720716e-07
"1017","Myristic acid","Isotopologue_C13-8","0",NA,-1.99061770141974e-08
"1018","Myristic acid","Isotopologue_C13-9","0",NA,5.7896306909882e-10
"1019","Myristic acid d27","FracCont","0",NA,0
"1020","Oxoadipic acid","FracCont","0",NA,0.0138067001028492
"1021","Oxoadipic acid","Isotopologue_C13-0","0",NA,1.37967612678131
"1022","Oxoadipic acid","Isotopologue_C13-1","0",NA,-0.343748819289049
"1023","Oxoadipic acid","Isotopologue_C13-2","0",NA,-0.0627044790882662
"1024","Oxoadipic acid","Isotopologue_C13-3","0",NA,0.0246418418824475
"1025","Oxoadipic acid","Isotopologue_C13-4","0",NA,0.00192427296568725
"1026","Oxoadipic acid","Isotopologue_C13-5","0",NA,0.000243516621400764
"1027","Oxoadipic acid","Isotopologue_C13-6","0",NA,-3.24598735295846e-05
"1028","Oxoglutaric acid","FracCont","0",NA,0.00406278391531912
"1029","Oxoglutaric acid","Isotopologue_C13-0","0",NA,1.08961084420252
"1030","Oxoglutaric acid","Isotopologue_C13-1","0",NA,-0.0355540430454425
"1031","Oxoglutaric acid","Isotopologue_C13-2","0",NA,-0.0534397585022005
"1032","Oxoglutaric acid","Isotopologue_C13-3","0",NA,-0.00304562871452471
"1033","Oxoglutaric acid","Isotopologue_C13-4","0",NA,0.00288192650010094
"1034","Oxoglutaric acid","Isotopologue_C13-5","0",NA,-0.000453340440455839
"1035","Palmitic acid","FracCont","0",NA,0.000421754726503893
"1036","Palmitic acid","Isotopologue_C13-0","0",NA,1.03678749986625
"1037","Palmitic acid","Isotopologue_C13-1","0",NA,-0.000421875549539843
"1038","Palmitic acid","Isotopologue_C13-10","0",NA,-5.94742801112557e-11
"1039","Palmitic acid","Isotopologue_C13-11","0",NA,9.83189675509573e-13
"1040","Palmitic acid","Isotopologue_C13-12","0",NA,-1.23146413378643e-14
"1041","Palmitic acid","Isotopologue_C13-13","0",NA,1.17677248956438e-16
"1042","Palmitic acid","Isotopologue_C13-14","0",NA,-8.54751249221167e-19
"1043","Palmitic acid","Isotopologue_C13-15","0",NA,4.64868854836202e-21
"1044","Palmitic acid","Isotopologue_C13-16","0",NA,-1.83567846380228e-23
"1045","Palmitic acid","Isotopologue_C13-2","0",NA,-0.0356404477298334
"1046","Palmitic acid","Isotopologue_C13-3","0",NA,-0.00237868380754109
"1047","Palmitic acid","Isotopologue_C13-4","0",NA,0.00165189273233467
"1048","Palmitic acid","Isotopologue_C13-5","0",NA,2.04405803533423e-05
"1049","Palmitic acid","Isotopologue_C13-6","0",NA,-2.05556173725836e-05
"1050","Palmitic acid","Isotopologue_C13-7","0",NA,1.81265526003874e-06
"1051","Palmitic acid","Isotopologue_C13-8","0",NA,-8.57439268794837e-08
"1052","Palmitic acid","Isotopologue_C13-9","0",NA,2.67252129959362e-09
"1053","Pentose-phosphate","FracCont","0",NA,0
"1054","Pentose-phosphate","Isotopologue_C13-0","0",NA,1.05222604406283
"1055","Pentose-phosphate","Isotopologue_C13-1","0",NA,-0.0194517241773885
"1056","Pentose-phosphate","Isotopologue_C13-2","0",NA,-0.00503377590219219
"1057","Pentose-phosphate","Isotopologue_C13-3","0",NA,-0.0160676993513697
"1058","Pentose-phosphate","Isotopologue_C13-4","0",NA,-0.00961369575185249
"1059","Pentose-phosphate","Isotopologue_C13-5","0",NA,-0.0020591488800229
"1060","Phosphoenolpyruvic acid","FracCont","0",NA,0.00497788658451785
"1061","Phosphoenolpyruvic acid","Isotopologue_C13-0","0",NA,1.04488032094676
"1062","Phosphoenolpyruvic acid","Isotopologue_C13-1","0",NA,-0.0276540900963306
"1063","Phosphoenolpyruvic acid","Isotopologue_C13-2","0",NA,-0.0043677258139275
"1064","Phosphoenolpyruvic acid","Isotopologue_C13-3","0",NA,-0.0128585050364975
"1065","Pyruvic acid","FracCont","0",NA,0.00282252358312068
"1066","Pyruvic acid","Isotopologue_C13-0","0",NA,1.12256966500482
"1067","Pyruvic acid","Isotopologue_C13-1","0",NA,-0.107714938965343
"1068","Pyruvic acid","Isotopologue_C13-2","0",NA,-0.0173473119248702
"1069","Pyruvic acid","Isotopologue_C13-3","0",NA,0.00249258588539115
"1070","Sorbitol","FracCont","0",NA,0.00122175285194232
"1071","Sorbitol","Isotopologue_C13-0","0",NA,1.01547904704434
"1072","Sorbitol","Isotopologue_C13-1","0",NA,-0.00377385117952847
"1073","Sorbitol","Isotopologue_C13-2","0",NA,-0.0061832278306163
"1074","Sorbitol","Isotopologue_C13-3","0",NA,0.000495843789079725
"1075","Sorbitol","Isotopologue_C13-4","0",NA,-0.00193290740645267
"1076","Sorbitol","Isotopologue_C13-5","0",NA,-0.00212356194549989
"1077","Sorbitol","Isotopologue_C13-6","0",NA,-0.00196134247131801
"1078","Stearic acid","FracCont","0",NA,0.000278201696360498
"1079","Stearic acid","Isotopologue_C13-0","0",NA,1.01071403231433
"1080","Stearic acid","Isotopologue_C13-1","0",NA,-0.00211183678868575
"1081","Stearic acid","Isotopologue_C13-10","0",NA,2.92580079932516e-11
"1082","Stearic acid","Isotopologue_C13-11","0",NA,-6.29922197246558e-13
"1083","Stearic acid","Isotopologue_C13-12","0",NA,1.03039540158158e-14
"1084","Stearic acid","Isotopologue_C13-13","0",NA,-1.30725974208527e-16
"1085","Stearic acid","Isotopologue_C13-14","0",NA,1.29753880900636e-18
"1086","Stearic acid","Isotopologue_C13-15","0",NA,-1.00734560484576e-20
"1087","Stearic acid","Isotopologue_C13-16","0",NA,6.06430312981077e-23
"1088","Stearic acid","Isotopologue_C13-17","0",NA,-2.77871206400086e-25
"1089","Stearic acid","Isotopologue_C13-18","0",NA,9.37224576849735e-28
"1090","Stearic acid","Isotopologue_C13-2","0",NA,-0.00915801904099138
"1091","Stearic acid","Isotopologue_C13-3","0",NA,0.00150007559536094
"1092","Stearic acid","Isotopologue_C13-4","0",NA,-0.00104265493181484
"1093","Stearic acid","Isotopologue_C13-5","0",NA,0.000100602509247269
"1094","Stearic acid","Isotopologue_C13-6","0",NA,-1.97768973533848e-06
"1095","Stearic acid","Isotopologue_C13-7","0",NA,-2.4327241762063e-07
"1096","Stearic acid","Isotopologue_C13-8","0",NA,2.22663955512373e-08
"1097","Stearic acid","Isotopologue_C13-9","0",NA,-9.90331815179631e-10
"1098","Succinic acid","FracCont","0",NA,0
"1099","Succinic acid","Isotopologue_C13-0","0",NA,1.02016890645844
"1100","Succinic acid","Isotopologue_C13-1","0",NA,-0.00980032896591382
"1101","Succinic acid","Isotopologue_C13-2","0",NA,-0.00768123104235299
"1102","Succinic acid","Isotopologue_C13-3","0",NA,-0.000867381575120659
"1103","Succinic acid","Isotopologue_C13-4","0",NA,-0.00181996487505457
"1104","a-Ketobutyric acid","FracCont","0",NA,0.00621384726523699
"1105","a-Ketobutyric acid","Isotopologue_C13-0","0",NA,1.19873478894256
"1106","a-Ketobutyric acid","Isotopologue_C13-1","0",NA,-0.171660188484278
"1107","a-Ketobutyric acid","Isotopologue_C13-2","0",NA,-0.0350499521584001
"1108","a-Ketobutyric acid","Isotopologue_C13-3","0",NA,0.00704601773953207
"1109","a-Ketobutyric acid","Isotopologue_C13-4","0",NA,0.000929333960587933
"1110","(S)-a-Acetolactic Acid","FracCont","0.5",NA,NA
"1111","(S)-a-Acetolactic Acid","FracCont","1",NA,NA
"1112","2,3-dihydroxyisovalerate","FracCont","0.5",NA,NA
"1113","2,3-dihydroxyisovalerate","FracCont","1",NA,NA
"1114","2-isopropylmalic acid","FracCont","0.5",NA,NA
"1115","2-isopropylmalic acid","FracCont","1",NA,NA
"1116","Galacturonic acid","FracCont","1",NA,NA
"1117","(S)-a-Acetolactic Acid","FracCont","0",NA,NA
"1118","2,3-dihydroxyisovalerate","FracCont","0",NA,NA
"1119","2-isopropylmalic acid","FracCont","0",NA,NA
"1120","L-Serine","FracCont","0",NA,NA
"1121","(2 and/or 3-)Phosphoglyceric acid","Abund","0.5",0.0387753909015247,4668957.55581468
"1122","(2 and/or 3-)Phosphoglyceric acid","Abund","1",0.131816648218619,4112933.02719972
"1123","(2 and/or 3-)Phosphoglyceric acid","NormAbund","0.5",0.0387753909015247,9337915.11162937
"1124","(2 and/or 3-)Phosphoglyceric acid","NormAbund","1",0.131816648218619,8225866.05439944
"1125","(S)-a-Acetolactic Acid","Abund","0.5",NA,0
"1126","(S)-a-Acetolactic Acid","Abund","1",NA,0
"1127","(S)-a-Acetolactic Acid","NormAbund","0.5",NA,0
"1128","(S)-a-Acetolactic Acid","NormAbund","1",NA,0
"1129","13C5-D5-15N Glutamic acid","Abund","0.5",0.0237141229588981,7957997.33333333
"1130","13C5-D5-15N Glutamic acid","Abund","1",0.0394916689205365,7751482.5
"1131","13C5-D5-15N Glutamic acid","NormAbund","0.5",0.0237141229588981,15915994.6666667
"1132","13C5-D5-15N Glutamic acid","NormAbund","1",0.0394916689205365,15502965
"1133","2,3-dihydroxyisovalerate","Abund","0.5",NA,0
"1134","2,3-dihydroxyisovalerate","Abund","1",NA,0
"1135","2,3-dihydroxyisovalerate","NormAbund","0.5",NA,0
"1136","2,3-dihydroxyisovalerate","NormAbund","1",NA,0
"1137","2-DL-Hydroxybutyric acid","Abund","0.5",0.306399620808389,57378.2868810938
"1138","2-DL-Hydroxybutyric acid","Abund","1",0.739487234049553,69400.8277288258
"1139","2-DL-Hydroxybutyric acid","NormAbund","0.5",0.306399620808389,-31674.6184134244
"1140","2-DL-Hydroxybutyric acid","NormAbund","1",0.739487234049553,-7629.53671796033
"1141","2-Phosphoglyceric acid","Abund","0.5",0.0445547589167047,241559.701609769
"1142","2-Phosphoglyceric acid","Abund","1",0.0745954842840572,230209.976356492
"1143","2-Phosphoglyceric acid","NormAbund","0.5",0.0445547589167047,483119.403219539
"1144","2-Phosphoglyceric acid","NormAbund","1",0.0745954842840572,460419.952712984
"1145","2-isopropylmalic acid","Abund","0.5",NA,0
"1146","2-isopropylmalic acid","Abund","1",NA,0
"1147","2-isopropylmalic acid","NormAbund","0.5",NA,0
"1148","2-isopropylmalic acid","NormAbund","1",NA,0
"1149","3-DL-Hydroxybutyric acid","Abund","0.5",0.850208455644274,2551137.23405133
"1150","3-DL-Hydroxybutyric acid","Abund","1",0.707885829022908,2702220.06136334
"1151","3-DL-Hydroxybutyric acid","NormAbund","0.5",0.850208455644274,1099064.96028128
"1152","3-DL-Hydroxybutyric acid","NormAbund","1",0.707885829022908,1401230.61490531
"1153","Citric acid","Abund","0.5",0.8933017247476,5899207.70304175
"1154","Citric acid","Abund","1",0.046989643479925,3051167.41414618
"1155","Citric acid","NormAbund","0.5",0.893301724747601,11537904.3420636
"1156","Citric acid","NormAbund","1",0.0469896434799251,5841823.76427252
"1157","D-Glyceraldehyde 3-phosphate","Abund","0.5",0.000135399012797667,384528.117358688
"1158","D-Glyceraldehyde 3-phosphate","Abund","1",3.06472383182673e-05,465570.201875423
"1159","D-Glyceraldehyde 3-phosphate","NormAbund","0.5",0.000135399012797667,769056.234717375
"1160","D-Glyceraldehyde 3-phosphate","NormAbund","1",3.06472383182673e-05,931140.403750847
"1161","D7-Glucose","Abund","0.5",0.323580909356375,1348148778.66667
"1162","D7-Glucose","Abund","1",0.218863987339814,1071310997.33333
"1163","D7-Glucose","NormAbund","0.5",0.323580909356375,2694487072.96
"1164","D7-Glucose","NormAbund","1",0.218863987339814,2140811510.29333
"1165","DL-2-Hydroxyglutaric acid","Abund","0.5",0.643859280326446,1314008.75310151
"1166","DL-2-Hydroxyglutaric acid","Abund","1",0.999093310470605,1190972.39975267
"1167","DL-2-Hydroxyglutaric acid","NormAbund","0.5",0.643859280326447,2565109.9318145
"1168","DL-2-Hydroxyglutaric acid","NormAbund","1",0.999093310470605,2319037.22511683
"1169","Dihydroxyacetone phosphate","Abund","0.5",2.80865888351384e-05,2179270.38221991
"1170","Dihydroxyacetone phosphate","Abund","1",3.01740680429738e-05,2160268.38898066
"1171","Dihydroxyacetone phosphate","NormAbund","0.5",2.80865888351384e-05,4358540.76443981
"1172","Dihydroxyacetone phosphate","NormAbund","1",3.01740680429738e-05,4320536.77796133
"1173","Fructose","Abund","0.5",0.293056104198436,8244003.80717295
"1174","Fructose","Abund","1",0.758683831929515,7001560.15754159
"1175","Fructose","NormAbund","0.5",0.293056104198435,15290459.2856579
"1176","Fructose","NormAbund","1",0.758683831929515,12805571.9863952
"1177","Fucose","Abund","0.5",0.131794716535176,300150.668655296
"1178","Fucose","Abund","1",0.0538429951165998,342239.317083261
"1179","Fucose","NormAbund","0.5",0.131794716535176,600301.337310591
"1180","Fucose","NormAbund","1",0.0538429951165998,684478.634166521
"1181","Fumaric acid","Abund","0.5",0.0383794623290771,1655770.21034728
"1182","Fumaric acid","Abund","1",0.0153314900388413,1806300.66967713
"1183","Fumaric acid","NormAbund","0.5",0.0383794623290771,2539092.92592933
"1184","Fumaric acid","NormAbund","1",0.0153314900388413,2840153.84458902
"1185","Galacturonic acid","Abund","0.5",0.00907313692540721,1980.08842661802
"1186","Galacturonic acid","Abund","1",0.0068373486678344,0
"1187","Galacturonic acid","NormAbund","0.5",0.00907313692540721,3960.17685323604
"1188","Galacturonic acid","NormAbund","1",0.0068373486678344,0
"1189","Glucose","Abund","0.5",0.404805230133252,6357605815.82499
"1190","Glucose","Abund","1",0.845042186673413,5591168846.26028
"1191","Glucose","NormAbund","0.5",0.404805230133251,12712324469.8964
"1192","Glucose","NormAbund","1",0.845042186673414,11179450530.767
"1193","Glucuronic acid","Abund","0.5",0.00291160576478717,5434446.91937211
"1194","Glucuronic acid","Abund","1",0.00133278445055339,6202759.3992025
"1195","Glucuronic acid","NormAbund","0.5",0.00291160576478717,10868893.8387442
"1196","Glucuronic acid","NormAbund","1",0.00133278445055339,12405518.798405
"1197","Glycerol 3-phosphate","Abund","0.5",0.0273908866529581,32259448.1088022
"1198","Glycerol 3-phosphate","Abund","1",0.00952848225091236,35714071.6078619
"1199","Glycerol 3-phosphate","NormAbund","0.5",0.0273908866529581,64513158.194265
"1200","Glycerol 3-phosphate","NormAbund","1",0.00952848225091237,71422405.1923845
"1201","Glycine","Abund","0.5",0.0898315369566737,37738318.4634047
"1202","Glycine","Abund","1",0.0300937420000719,42033931.2949313
"1203","Glycine","NormAbund","0.5",0.089831536956674,71098695.0338274
"1204","Glycine","NormAbund","1",0.0300937420000719,79689920.6968807
"1205","Hexose","Abund","0.5",0.247815679380336,8790273118.74932
"1206","Hexose","Abund","1",0.555542669855482,7352606033.64924
"1207","Hexose","NormAbund","0.5",0.247815679380336,17566080864.6146
"1208","Hexose","NormAbund","1",0.555542669855482,14690746694.4145
"1209","Hexose-phosphate","Abund","0.5",0.00247809155173732,4020832.35015194
"1210","Hexose-phosphate","Abund","1",0.000115763510357043,6013891.03565741
"1211","Hexose-phosphate","NormAbund","0.5",0.00247809155173732,8041664.70030388
"1212","Hexose-phosphate","NormAbund","1",0.000115763510357043,12027782.0713148
"1213","L-Alanine","Abund","0.5",0.0139108063753571,23671105.6078096
"1214","L-Alanine","Abund","1",0.000341959722610774,36440351.6981738
"1215","L-Alanine","NormAbund","0.5",0.0139108063753571,43808488.8019533
"1216","L-Alanine","NormAbund","1",0.000341959722610773,69346980.9826818
"1217","L-Asparagine","Abund","0.5",0.766676025000495,47769.9124506588
"1218","L-Asparagine","Abund","1",0.558320633818874,40890.9608414522
"1219","L-Asparagine","NormAbund","0.5",0.766676025000495,37004.7361056098
"1220","L-Asparagine","NormAbund","1",0.558320633818874,23246.8328871965
"1221","L-Aspartic acid","Abund","0.5",0.0117843209403546,47269575.6866893
"1222","L-Aspartic acid","Abund","1",0.0243258374820807,43623670.4440939
"1223","L-Aspartic acid","NormAbund","0.5",0.0117843209403546,94539151.3733786
"1224","L-Aspartic acid","NormAbund","1",0.0243258374820807,87247340.8881878
"1225","L-Cysteine","Abund","0.5",0.0320237403504859,2931316.54138062
"1226","L-Cysteine","Abund","1",0.0108651004759893,3194279.90471568
"1227","L-Cysteine","NormAbund","0.5",0.0320237403504859,5831394.41267548
"1228","L-Cysteine","NormAbund","1",0.0108651004759893,6357321.1393456
"1229","L-Glutamic acid","Abund","0.5",0.00269331048586818,172529250.454935
"1230","L-Glutamic acid","Abund","1",0.000105745170236085,268491510.453739
"1231","L-Glutamic acid","NormAbund","0.5",0.00269331048586818,345058500.909871
"1232","L-Glutamic acid","NormAbund","1",0.000105745170236085,536983020.907478
"1233","L-Isoleucine","Abund","0.5",0.0022324896719554,4433157.71090617
"1234","L-Isoleucine","Abund","1",6.07483366739241e-05,6807003.79806112
"1235","L-Isoleucine","NormAbund","0.5",0.00223248967195541,7548796.01089268
"1236","L-Isoleucine","NormAbund","1",6.07483366739241e-05,12296488.1852026
"1237","L-Lactic acid","Abund","0.5",0.947357240124663,22354655.1502937
"1238","L-Lactic acid","Abund","1",0.35356716228642,26364826.4045781
"1239","L-Lactic acid","NormAbund","0.5",0.947357240124665,34119146.017792
"1240","L-Lactic acid","NormAbund","1",0.35356716228642,42139488.5263608
"1241","L-Leucine","Abund","0.5",0.0642834532240392,3572664.98055369
"1242","L-Leucine","Abund","1",0.00898691958398829,5129930.64997543
"1243","L-Leucine","NormAbund","0.5",0.0642834532240393,6742877.44268721
"1244","L-Leucine","NormAbund","1",0.00898691958398831,9857408.7815307
"1245","L-Lysine","Abund","0.5",0.00644179383321211,2465619.25849528
"1246","L-Lysine","Abund","1",0.00105458955276798,3237235.18855023
"1247","L-Lysine","NormAbund","0.5",0.00644179383321211,4931238.51699055
"1248","L-Lysine","NormAbund","1",0.00105458955276798,6474470.37710047
"1249","L-Malic acid","Abund","0.5",0.0229308324550878,37462478.1429756
"1250","L-Malic acid","Abund","1",0.0138451667475557,39440019.6821762
"1251","L-Malic acid","NormAbund","0.5",0.0229308324550878,74220716.069216
"1252","L-Malic acid","NormAbund","1",0.0138451667475557,78175799.1476173
"1253","L-Methionine","Abund","0.5",0.00450067009637134,3991567.69960685
"1254","L-Methionine","Abund","1",0.000436257147158509,5156788.88141794
"1255","L-Methionine","NormAbund","0.5",0.00450067009637134,7928323.39995274
"1256","L-Methionine","NormAbund","1",0.00043625714715851,10258765.7635749
"1257","L-Phenylalanine","Abund","0.5",0.00223554299234766,6466438.93401487
"1258","L-Phenylalanine","Abund","1",0.000312287060432904,8608634.57314498
"1259","L-Phenylalanine","NormAbund","0.5",0.00223554299234766,12932877.8680297
"1260","L-Phenylalanine","NormAbund","1",0.000312287060432904,17217269.14629
"1261","L-Proline","Abund","0.5",0.0100534224430914,7055268.74541082
"1262","L-Proline","Abund","1",0.000707208797789999,10828127.4774584
"1263","L-Proline","NormAbund","0.5",0.0100534224430913,14103498.6209687
"1264","L-Proline","NormAbund","1",0.000707208797789999,21649216.0850639
"1265","L-Serine","Abund","0.5",0.809767273291231,436630.296628407
"1266","L-Serine","Abund","1",0.029069861242977,4951574.60674084
"1267","L-Serine","NormAbund","0.5",0.809767273291231,873260.593256813
"1268","L-Serine","NormAbund","1",0.029069861242977,9903149.21348167
"1269","L-Threonine","Abund","0.5",0.0108308436428975,4546765.71283001
"1270","L-Threonine","Abund","1",0.000101600274901548,8176916.09513386
"1271","L-Threonine","NormAbund","0.5",0.0108308436428975,8865243.19303864
"1272","L-Threonine","NormAbund","1",0.000101600274901548,16125543.9576463
"1273","L-Tryptophan","Abund","0.5",0.0110409528776583,506500.270683587
"1274","L-Tryptophan","Abund","1",0.00134635268766288,696682.177444885
"1275","L-Tryptophan","NormAbund","0.5",0.0110409528776583,1013000.54136717
"1276","L-Tryptophan","NormAbund","1",0.00134635268766288,1393364.35488977
"1277","L-Tyrosine","Abund","0.5",0.0111098349674592,797456.53250695
"1278","L-Tyrosine","Abund","1",0.000754867282300661,1263706.09847797
"1279","L-Tyrosine","NormAbund","0.5",0.0111098349674592,1594913.0650139
"1280","L-Tyrosine","NormAbund","1",0.000754867282300661,2527412.19695593
"1281","L-Valine","Abund","0.5",0.00330088990399284,9944154.11437498
"1282","L-Valine","Abund","1",6.49224639087752e-05,16478406.1844344
"1283","L-Valine","NormAbund","0.5",0.00330088990399284,19106573.629497
"1284","L-Valine","NormAbund","1",6.49224639087752e-05,32175077.7696159
"1285","Mannitol","Abund","0.5",0.28349494865112,35863.4326102419
"1286","Mannitol","Abund","1",0.871555756768525,21011.740719272
"1287","Mannitol","NormAbund","0.5",0.28349494865112,71726.8652204838
"1288","Mannitol","NormAbund","1",0.871555756768525,42023.4814385441
"1289","Myo-inositol","Abund","0.5",0.236852719120092,144607643.317353
"1290","Myo-inositol","Abund","1",0.594324914256702,119912443.832238
"1291","Myo-inositol","NormAbund","0.5",0.236852719120091,289190778.97615
"1292","Myo-inositol","NormAbund","1",0.594324914256703,239800380.00592
"1293","Myristic acid","Abund","0.5",0.821395101135245,4318353.24216483
"1294","Myristic acid","Abund","1",0.36598254820085,4777668.87910047
"1295","Myristic acid","NormAbund","0.5",0.821395101135246,-1003931.45034582
"1296","Myristic acid","NormAbund","1",0.36598254820085,-85300.1764745427
"1297","Myristic acid d27","Abund","0.5",0.252325824061404,2863796.25
"1298","Myristic acid d27","Abund","1",0.836694197946603,2630509.08333333
"1299","Myristic acid d27","NormAbund","0.5",0.252325824061404,2100825.66
"1300","Myristic acid d27","NormAbund","1",0.836694197946603,1634251.32666667
"1301","Oxoadipic acid","Abund","0.5",0.5448887923888,3837.58583359851
"1302","Oxoadipic acid","Abund","1",0.529115296057238,3624.02080198367
"1303","Oxoadipic acid","NormAbund","0.5",0.5448887923888,7675.17166719702
"1304","Oxoadipic acid","NormAbund","1",0.529115296057238,7248.04160396733
"1305","Oxoglutaric acid","Abund","0.5",0.00417735552042955,1327506.73829364
"1306","Oxoglutaric acid","Abund","1",0.0182879954611595,1094445.97082095
"1307","Oxoglutaric acid","NormAbund","0.5",0.00417735552042955,2655013.47658728
"1308","Oxoglutaric acid","NormAbund","1",0.0182879954611595,2188891.9416419
"1309","Palmitic acid","Abund","0.5",0.98406054395791,232801580.280124
"1310","Palmitic acid","Abund","1",0.210260517152462,273120948.362029
"1311","Palmitic acid","NormAbund","0.5",0.98406054395791,-80475952.6855485
"1312","Palmitic acid","NormAbund","1",0.210260517152462,162783.478262544
"1313","Pentose-phosphate","Abund","0.5",0.280960382234097,8388735.83186067
"1314","Pentose-phosphate","Abund","1",0.124740088250671,5278665.2737699
"1315","Pentose-phosphate","NormAbund","0.5",0.280960382234097,16777471.6637213
"1316","Pentose-phosphate","NormAbund","1",0.124740088250671,10557330.5475398
"1317","Phosphoenolpyruvic acid","Abund","0.5",0.0025908145077421,1378614.78183193
"1318","Phosphoenolpyruvic acid","Abund","1",0.00155360511393027,1470879.1479504
"1319","Phosphoenolpyruvic acid","NormAbund","0.5",0.0025908145077421,2757229.56366386
"1320","Phosphoenolpyruvic acid","NormAbund","1",0.00155360511393027,2941758.29590081
"1321","Pyruvic acid","Abund","0.5",0.0165696057366842,281718.035194375
"1322","Pyruvic acid","Abund","1",0.0465122875979461,257868.389712968
"1323","Pyruvic acid","NormAbund","0.5",0.0165696057366841,375025.784462439
"1324","Pyruvic acid","NormAbund","1",0.0465122875979461,327326.493499624
"1325","Sorbitol","Abund","0.5",0.647143948252829,6376603.09094252
"1326","Sorbitol","Abund","1",0.743038277151925,5583554.3171389
"1327","Sorbitol","NormAbund","0.5",0.647143948252829,12584692.5253707
"1328","Sorbitol","NormAbund","1",0.743038277151925,10998594.9777634
"1329","Stearic acid","Abund","0.5",0.459973530526559,96669165.7599395
"1330","Stearic acid","Abund","1",0.770726911480651,108161797.678235
"1331","Stearic acid","NormAbund","0.5",0.459973530526559,8704853.18191272
"1332","Stearic acid","NormAbund","1",0.770726911480651,31690117.018504
"1333","Succinic acid","Abund","0.5",0.00235743162060924,3257776.10765667
"1334","Succinic acid","Abund","1",0.00115527338774399,2456443.84264207
"1335","Succinic acid","NormAbund","0.5",0.00235743162060923,1358663.64540636
"1336","Succinic acid","NormAbund","1",0.00115527338774399,-244000.884622848
"1337","a-Ketobutyric acid","Abund","0.5",0.954433427735585,405856.543332166
"1338","a-Ketobutyric acid","Abund","1",0.981188367643957,386619.044987928
"1339","a-Ketobutyric acid","NormAbund","0.5",0.954433427735586,83181.2493322227
"1340","a-Ketobutyric acid","NormAbund","1",0.981188367643957,44706.2526437473
"1341","(2 and/or 3-)Phosphoglyceric acid","Abund","0",NA,3025531.10592057
"1342","(2 and/or 3-)Phosphoglyceric acid","NormAbund","0",NA,6051062.21184113
"1343","(S)-a-Acetolactic Acid","Abund","0",NA,0
"1344","(S)-a-Acetolactic Acid","NormAbund","0",NA,0
"1345","13C5-D5-15N Glutamic acid","Abund","0",NA,6355195.66666667
"1346","13C5-D5-15N Glutamic acid","NormAbund","0",NA,12710391.3333333
"1347","2,3-dihydroxyisovalerate","Abund","0",NA,0
"1348","2,3-dihydroxyisovalerate","NormAbund","0",NA,0
"1349","2-DL-Hydroxybutyric acid","Abund","0",NA,66544.4499631284
"1350","2-DL-Hydroxybutyric acid","NormAbund","0",NA,-13342.2922493553
"1351","2-Phosphoglyceric acid","Abund","0",NA,165357.025456418
"1352","2-Phosphoglyceric acid","NormAbund","0",NA,330714.050912836
"1353","2-isopropylmalic acid","Abund","0",NA,0
"1354","2-isopropylmalic acid","NormAbund","0",NA,0
"1355","3-DL-Hydroxybutyric acid","Abund","0",NA,2601609.47899225
"1356","3-DL-Hydroxybutyric acid","NormAbund","0",NA,1200009.45016313
"1357","Citric acid","Abund","0",NA,6068580.7431622
"1358","Citric acid","NormAbund","0",NA,11876650.4223046
"1359","D-Glyceraldehyde 3-phosphate","Abund","0",NA,112999.140077354
"1360","D-Glyceraldehyde 3-phosphate","NormAbund","0",NA,225998.280154707
"1361","D7-Glucose","Abund","0",NA,1226561365.33333
"1362","D7-Glucose","NormAbund","0",NA,2451312246.29333
"1363","DL-2-Hydroxyglutaric acid","Abund","0",NA,1191271.22077204
"1364","DL-2-Hydroxyglutaric acid","NormAbund","0",NA,2319634.86715557
"1365","Dihydroxyacetone phosphate","Abund","0",NA,642212.667676616
"1366","Dihydroxyacetone phosphate","NormAbund","0",NA,1284425.33535323
"1367","Fructose","Abund","0",NA,7272650.86123495
"1368","Fructose","NormAbund","0",NA,13347753.3937819
"1369","Fucose","Abund","0",NA,186980.996048793
"1370","Fucose","NormAbund","0",NA,373961.992097587
"1371","Fumaric acid","Abund","0",NA,1096557.28318069
